"code régime";"caisse gestionnaire";"centre gestionnaire";"libellé";"régime";"organisme destinataire";"code centre informatique";"adresse 1";"adresse 2";"commune";"code postal";"cédex";"téléphone";"fax"
"02";"971";"0000";"POINTE A PITRE";"Régime Agricole";"971";"591";"Pas d'antenne locale";"";"";"";"";"";""
"02";"992";"0000";"AJACCIO";"Régime Agricole";"992";"381";"Résid. Laétitia Bonaparte";"Avenue de la Grande Armée";"AJACCIO";"20000";"";"04 95 22 22 34";""
"03";"001";"1100";"R.A.M. (ALPES)";"Assurance Maladie des Professions Indépendantes - AMPI";"001";"002";"47, avenue Alsace-Lorraine";"";"GRENOBLE";"38061";"CEDEX";"04.76.87.66.12";""
"03";"001";"1200";"R.A.M. (ALPES)";"Assurance Maladie des Professions Indépendantes - AMPI";"001";"002";"47, avenue Marie Reynoard";"";"GRENOBLE";"38029";"CEDEX";"04.76.40.88.75";""
"03";"001";"4200";"MUTUELLE SAVOYARDE (ALPES)";"Assurance Maladie des Professions Indépendantes - AMPI";"003";"002";"130, Galerie de Chartreuse";"BARBERAS";"CHAMBERY";"73000";"";"04.79.70.40.09";""
"03";"001";"5200";"MUTUELLE MIEUX-ETRE (ALPES)";"Assurance Maladie des Professions Indépendantes - AMPI";"004";"002";"30, avenue de France";"";"ANNECY LE VIEUX ";"74945";"CEDEX";"04.50.23.52.14";""
"03";"001";"5400";"LES MUTUELLES DE LA DROME (ALPES)";"Assurance Maladie des Professions Indépendantes - AMPI";"005";"002";"5, rue Belle Image";"";"VALENCE";"26000";"";"04.75.82.25.25";""
"03";"003";"1100";"R.A.M. (ALSACE)";"Assurance Maladie des Professions Indépendantes - AMPI";"006";"001";"32 rue de l'industrie";"";"ILLKIRCH";"67412";"CEDEX";"08.11.01.20.12";"03.88.52.92.70"
"03";"003";"1200";"R.A.M. (ALSACE)";"Assurance Maladie des Professions Indépendantes - AMPI";"006";"001";"Case Postale 81763";"1 rue des Arquebusiers - BP 177";"STRASBOURG";"67005";"CEDEX";"03.88.76.26.50 ";"03.88.37.15.61"
"03";"011";"1200";"R.A.M. (BRETAGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"036";"001";"20, rue du Puits-Mauger";"";"RENNES";"35034";"CEDEX 9 ";"02.99.29.30.00";""
"03";"011";"1300";"R.A.M (BRETAGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"036";"001";"160, rue Henri Champion";"";"LE MANS ";"72031";"CEDEX";"02.43.41.72.72";""
"03";"013";"1100";"R.A.M. (CENTRE)";"Assurance Maladie des Professions Indépendantes - AMPI";"043";"001";"23, place Saint-Charles";"";"ORLEANS";"45918";"CEDEX 9";"0811.012.012";""
"03";"019";"1100";"R.A.M. (FRANCHE COMTE)";"Assurance Maladie des Professions Indépendantes - AMPI";"062";"001";"3, rue Voirin";"";"BESANCON";"25000";"";"0.811.012.012";""
"03";"003";"3100";"LA PREVOYANCE ARTISANALE (ALSACE)";"Assurance Maladie des Professions Indépendantes - AMPI";"009";"001";"83, avenue de la Forêt Noire";"BP 77 ";"STRASBOURG";"67016";"CEDEX ";"03.88.45.91.60 ";"03.88.45.91.60"
"03";"003";"3200";"CAISSE de PREVOYANCE MULHOUSIENNE (ALSACE)";"Assurance Maladie des Professions Indépendantes - AMPI";"010";"001";"45, rue de la Sinne";"BP 1189 ";"MULHOUSE";"68053";"CEDEX";"03.89.45.44.14 ";"03.89.46.44.72"
"03";"005";"1100";"R.A.M. (AQUITAINE)";"Assurance Maladie des Professions Indépendantes - AMPI";"011";"002";"Immeuble 'Aquitaine' -  Quartier Mériadeck";"Rue du Corps Franc Pommies ";"BORDEAUX";"33087";"CEDEX";"08.11.01.20.12 ";"05.56.24.46.09"
"03";"005";"1200";"R.A.M.  (AQUITAINE)";"Assurance Maladie des Professions Indépendantes - AMPI";"011";"002";"5C, Esplanade Charles de Gaulle";"Quartier Mériadeck";"BORDEAUX";"33081";"CEDEX";"05.57.78.73.73 ";"05.57.78.73.52"
"03";"005";"1300";"R.A.M (AQUITAINE)";"Assurance Maladie des Professions Indépendantes - AMPI";"011";"002";"I.A.R.D.";"40, cours d'Albret";"BORDEAUX";"33080";"CEDEX";"05.56.44.44.13 ";"05.56.52.17.30"
"03";"005";"4100";"Mutuelle Grand Sud";"Assurance Maladie des Professions Indépendantes - AMPI";"014";"002";"199, avenue Jean Jaurès";"";"AGEN";"47005";"CEDEX ";"05.53.66.26.83 ";"05.53.66.48.70"
"03";"005";"5100";"M.A.T.I C.A.M.O.N.S. (AQUITAINE)";"Assurance Maladie des Professions Indépendantes - AMPI";"015";"002";"23, rue Bodin";"";"PERIGUEUX";"24014";"CEDEX";"05.53.02.18.50 ";"05.53.09.30.03"
"03";"005";"5200";"MUTUELLE des T.N.S. GIRONDE (AQUITAINE)";"Assurance Maladie des Professions Indépendantes - AMPI";"016";"002";"8, terrasse du Front du Médoc";"";"BORDEAUX";"33089";"CEDEX";"05.56.01.58.40 ";"05.56.01.58.39"
"03";"005";"5300";"MUTUELLE des LANDES (AQUITAINE)";"Assurance Maladie des Professions Indépendantes - AMPI";"017";"002";"1, allées Brouchet";"";"MONT DE MARSAN ";"40017";"CEDEX";"05.58.05.80.58 ";"05.58.75.14.06"
"03";"005";"5400";"OREADE MUTUELLE des LANDES (AQUITAINE)";"Assurance Maladie des Professions Indépendantes - AMPI";"018";"002";"15, quai du Docteur Calabet";"";"AGEN ";"47910";"CEDEX 09 ";"05.53.66.55.44";"05.53.47.45.09"
"03";"005";"5500";"M.U.T.R.A.N.S. (AQUITAINE)";"Assurance Maladie des Professions Indépendantes - AMPI";"019";"002";"38, allées Marines";"";"BAYONNE";"64112";"CEDEX";"05.59.44.75.00 ";"05.59.44.75.91"
"03";"007";"1100";"R.A.M. (AUVERGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"020";"002";"Résidence du Square";"52, avenue Julien ";"CLERMONT FERRAND ";"63037";"CEDEX";"0811.012.012";"04.73.34.79.99"
"03";"007";"1200";"R.A.M. (AUVERGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"020";"002";"25, avenue Julien";"";"CLERMONT FERRAND ";"63037";"CEDEX 1 ";"04.73.34.90.00 ";"04.73.34.59.61"
"03";"011";"1100";"R.A.M. (de BRETAGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"036";"001";"4, rue de Montfort";"";"RENNES";"35043";"CEXEX";"02.43.59.68.88";""
"03";"013";"5200";"TOURAINE MUTUALISTE (CENTRE)";"Assurance Maladie des Professions Indépendantes - AMPI";"047";"001";"4, rue Emile Zola";"BP 1909 ";"TOURS";"37019";"CEDEX 1 ";"02.47.60.57.00";""
"03";"007";"3200";"MUTUELLE PRECOCIA (AUVERGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"023";"002";"27, rue Montlosier";"";"CLERMONT FERRAND ";"63058";"CEDEX ";"04.73.31.75.00 ";"04.73.36.39.19"
"03";"007";"5100";"MUTUALITE DU PUY-DE-DOME (AUVERGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"024";"002";"Place du 1er Mai";"";"CLERMONT FERRAND ";"63043";"CEDEX 2 ";"04.73.31.50.50 ";"04.73.31.50.96"
"03";"007";"5200";"LES MUTUELLES BOURBONNAISES (AUVERGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"025";"002";"11, rue Marcellin-Desboutin";"BP 841 ";"MOULINS";"03008";"CEDEX";"04.70.34.10.10 ";"04.70.34.10.14"
"03";"007";"5300";"MUTUALITE du CANTAL (AUVERGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"026";"002";"12, place de la Paix";"";"AURILLAC";"15012";"CEDEX";"04.71.46.80.80 ";"04.71.48.75.79"
"03";"007";"5400";"U.D.T.I. DE HAUTE LOIRE (AUVERGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"027";"002";"11, cours Victor Hugo";"";"LE PUY EN VELAY";"43000";"";"04.71.04.70.50";"04.71.04.70.51"
"03";"009";"1100";"R.A.M. (BOURGOGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"028";"001";"Apogée C - 7, boulevard Rembrandt";"";"DIJON ";"21000";"";"0811.012.012";"03.80.71.40.14"
"03";"009";"3100";"U.T.I.M. (BOURGOGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"029";"001";"36, rue de Parpas";"";"AUTUN";"71407";"CEDEX";"03.85.86.53.00";"03.85.86.29.45"
"03";"009";"5200";"RELEYA (BOURGOGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"031";"001";"3, avenue de la Fontaine Sainte Marguerite";"";"AUXERRE";"89000";"CEDEX";"03.86.49.27.07";"03.86.48.32.97"
"03";"009";"5300";"M.U.T.I.S. RADIANCE (BOURGOGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"032";"001";"18, rue Albert 1er";"BP 40";"NEVERS ";"58027";"CEDEX ";"03.86.36.37.38 ";"03.86.36.80.08"
"03";"009";"5400";"M.C.I.P.L.S. MUTUELLE ACTION (BOURGOGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"033";"001";"5, place de la République";"BP 77730 ";"DIJON ";"21077";"CEDEX ";"03.80.28.29.00 ";"03.80.72.28.27"
"03";"009";"5500";"SPHERIA-VAL de France MFN (BOURGOGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"034";"001";"8, rue Creuse";"";"NEVERS ";"58014";"CEDEX ";"03.86.59.74.15";"03.86.59.74.13"
"03";"009";"5600";"UNIO (BOURGOGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"035";"001";"bp 70288";"";"CHALON SUR SAONE ";"71107";"CEDEX";"0.810.810.008";"03.85.48.21.14"
"03";"011";"5100";"CPSF - MUTUELLE ACTION (BRETAGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"039";"001";"1, rue de Belle-Ile-en-Mer";"";"QUIMPER ";"29193";"";"02.98.90.98.90";""
"03";"011";"5200";"CPSAC - MUTUELLE ACTION (BRETAGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"040";"001";"3, boulevard Waldeck Rousseau";"BP 2151 ";"SAINT BRIEUC ";"22021";"CEDEX 1";"02.96.68.10.30 ";"02.96.61.07.73"
"03";"011";"5300";"SMP RADIANCE";"Assurance Maladie des Professions Indépendantes - AMPI";"041";"001";"Boulevard de la Résistance";"BP 325 ";"VANNES ";"56018";"";"02.97.63.27.18";""
"03";"019";"3200";"M.U.T.I. de FRANCHE COMTE (FRANCHE COMTE)";"Assurance Maladie des Professions Indépendantes - AMPI";"063";"001";"1, rue des Cras";"";"BESANCON ";"25086";"CEDEX 9";"";""
"03";"019";"5100";"MUTUELLE JURASSIENNE (FRANCHE COMTE)";"Assurance Maladie des Professions Indépendantes - AMPI";"064";"001";"17, rue Jules Bury";"BP 523";"LONS LE SAUNIER";"39005";"";"03.84.47.01.23";""
"03";"021";"1100";"R.A.M. (LANGUEDOC ROUSSILLON)";"Assurance Maladie des Professions Indépendantes - AMPI";"066";"002";"ZAC Val de Croze";"Quai Flora Tristan";"MONTPELLIER";"34273";"CEDEX 03";"0811.012.012";"04.99.51.26.32"
"03";"011";"5400";"SMPIV - RADIANCE (BRETAGNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"042";"001";"1, cours des Alliés";"";"RENNES";"35029";"CEDEX";"02.99.29.66.00";""
"03";"013";"5100";"MUTUELLE du CHER (CENTRE)";"Assurance Maladie des Professions Indépendantes - AMPI";"046";"001";"9, rue Charles Durant";"PIPACT CEDEX ";"BOURGES ";"18023";"";"02.48.69.77.00";"08.48.69.79.00"
"03";"013";"5500";"SPHERIA-VAL de France (CENTRE)";"Assurance Maladie des Professions Indépendantes - AMPI";"049";"001";"16, rue des Grands Champs";"";"ORLEANS ";"45000";"";"02.38.78.83.83";""
"03";"013";"5800";"C.P.S.A.C. de L INDRE (CENTRE)";"Assurance Maladie des Professions Indépendantes - AMPI";"050";"001";"46, rue de la Gare";"";"CHATEAUROUX ";"36016";"CEDEX ";"02.54.34.62.24";""
"03";"015";"1100";"R.A.M. (CHAMPAGNE ARDENNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"051";"001";"10, rue Gambetta";"";"CHALONS-EN-CHAMPAGNE ";"51042";"CEDEX ";"0811 012 012";"03.26.68.65.80"
"03";"015";"1200";"R.A.M. (CHAMPAGNE ARDENNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"051";"001";"26, rue Cérès";"";"REIMS";"51100";"CEDEX ";"0811 012 012";"03.25.43.43.39"
"03";"015";"5500";"MUTUELLE SANTE DES INDEPENDANTS (CHAMPAGNE ARDENNE)";"Assurance Maladie des Professions Indépendantes - AMPI";"055";"001";"1, place Jean de Mauroy";"BP 737 ";"TROYES ";"10007";"CEDEX ";"08 90 71 01 71";"03.25.43.43.39"
"03";"017";"1100";"R.A.M. (de la COTE AZUR)";"Assurance Maladie des Professions Indépendantes - AMPI";"057";"002";"6, place Auguste Blanqui";"";"NICE ";"06351";"CEDEX 4";"0.811.012.012";"04.93.55.24.02"
"03";"017";"1200";"R.A.M. (COTE D AZUR)";"Assurance Maladie des Professions Indépendantes - AMPI";"057";"002";"31 ter, rue Barla - Immeuble G";"";"NICE ";"06359";"CEDEX 4";"04.97.13.83.83";"04.97.13.83.29"
"03";"017";"1300";"R.A.M (COTE D AZUR)";"Assurance Maladie des Professions Indépendantes - AMPI";"057";"002";"37, avenue Jean Médecin";"";"NICE ";"06082";"CEDEX 1";"04.93.82.05.28 ";"04.93.82.68.38"
"03";"017";"5100";"MUTUELLE SANTE (COTE D AZUR)";"Assurance Maladie des Professions Indépendantes - AMPI";"060";"002";"64, boulevard Georges Clémenceau";"";"TOULON ";"83056";"CEDEX ";"04.94.01.60.76";"04.94.62.97.82"
"03";"017";"5200";"MUTALPES (COTE D AZUR)";"Assurance Maladie des Professions Indépendantes - AMPI";"061";"002";"36, 36 bis avenue Maréchal Foch";"BP 1296 ";"NICE ";"06005";"CEDEX ";"04.93.92.77.77 ";"04.93.92.77.00"
"03";"019";"5200";"MUTUELLE FRANC-COMTOISE (FRANCHE COMTE)";"Assurance Maladie des Professions Indépendantes - AMPI";"065";"001";"22, rue Georges Colomb";"BP 165 ";"LURE ";"70204";"CEDEX";"03.84.30.08.12";""
"03";"021";"1200";"R.A.M. (LANGUEDOC ROUSSILLON)";"Assurance Maladie des Professions Indépendantes - AMPI";"066";"002";"Les Bureaux du Polygone";"265, rue des Etats du Languedoc  CS 49013";"MONTPELLIER ";"34965";"CEDEX 2";"04.67.13.48.00";"04.67.13.48.61"
"03";"021";"3100";"CENTRE SOCIAL MUTUALISTE (LANGUEDOC ROUSSILLON)";"Assurance Maladie des Professions Indépendantes - AMPI";"069";"002";"52, boulevard Gambetta";"";"NIMES ";"30039";"CEDEX";"04.66.63.60.00";"04.66.63.60.21"
"03";"021";"3200";"MUTUELLE OCCITANE (LANGUEDOC ROUSSILLON)";"Assurance Maladie des Professions Indépendantes - AMPI";"070";"002";"6, rue de Verdun";"";"CARCASSONNE ";"11890";"CEDEX 9";"04.68.47.71.00";"04.68.71.35.95"
"03";"021";"5100";"ORASANTE  (LANGUEDOC ROUSSILLON)";"Assurance Maladie des Professions Indépendantes - AMPI";"072";"002";"";"104 Avenue Franklin Roosevelt";"CARCASSONNE";"11885";"CEDEX 9";"04.68.71.99.11";"04.68.71.99.36"
"03";"021";"5400";"UNILIA MUTUELLE UNION DE MUTUELLES (LANGUEDOC ROUSSILLON)";"Assurance Maladie des Professions Indépendantes - AMPI";"074";"002";"393, Rue de l'Hostellerie  ";"Ville Active";"NIMES ";"30018";"CEDEX 9";"04.66.29.09.06";"04.66.29.39.49"
"03";"021";"5500";"U.T.I.M. de l HERAULT (LANGUEDOC ROUSSILLON)";"Assurance Maladie des Professions Indépendantes - AMPI";"075";"002";"19, place Saint-Aphrodise";"CS n° 610 ";"BEZIERS ";"34535";"CEDEX";"04.67.49.80.25";"04.67.28.99.15"
"03";"023";"1100";"R.A.M (DU LIMOUSIN)";"Assurance Maladie des Professions Indépendantes - AMPI";"076";"002";"3, boulevard de Fleurus";"";"LIMOGES ";"87038";"CEDEX ";"05.55.34.44.06 ";"05.55.32.61.70"
"03";"023";"1200";"R.A.M. (LIMOUSIN)";"Assurance Maladie des Professions Indépendantes - AMPI";"076";"002";"7 bis, rue du Général Cérez";"";"LIMOGES ";"87036";"CEDEX ";"05.55.77.04.47";""
"03";"023";"1300";"R.A.M (LIMOUSIN)";"Assurance Maladie des Professions Indépendantes - AMPI";"076";"002";"20, rue Sainte Claire";"";"LIMOGES ";"87038";"CEDEX ";"05.55.34.39.93";""
"03";"023";"5100";"PREVIANCE MUTUALITE (LIMOUSIN)";"Assurance Maladie des Professions Indépendantes - AMPI";"079";"002";"1 bis, avenue Malaquin";"";"TULLE ";"19017";"CEDEX ";"05.55.20.48.00 ";"05.55.20.97.43"
"03";"023";"5200";"C.M.C.I. (LIMOUSIN)";"Assurance Maladie des Professions Indépendantes - AMPI";"080";"002";"14, avenue Victor Hugo";"BP 124 ";"TULLE ";"19000";"CEDEX ";"05.55.29.97.97 ";"05.55.29.97.90"
"03";"025";"1100";"R.A.M. (LORRAINE)";"Assurance Maladie des Professions Indépendantes - AMPI";"081";"001";"26, rue des Carmes";"";"NANCY ";"54042";"CEDEX ";"03.83.35.54.30";""
"03";"025";"1200";"R.A.M. (LORRAINE)";"Assurance Maladie des Professions Indépendantes - AMPI";"081";"001";"10, rue des Tiercelins";"";"NANCY ";"54054";"CEDEX ";"03.83.36.62.98";""
"03";"025";"3100";"S.M.U.T.I. de l EST (LORRAINE)";"Assurance Maladie des Professions Indépendantes - AMPI";"083";"001";"6-8,  Viaduc Kennedy";"";"NANCY ";"54042";"CEDEX ";"03.83.90.60.60";""
"03";"025";"5100";"M.U.C.I. de la MOSELLE (LORRAINE)";"Assurance Maladie des Professions Indépendantes - AMPI";"084";"001";"50, place Mazelle";"";"METZ ";"57045";"CEDEX 1";"03.87.37.36.36";""
"03";"025";"5200";"S.M.A.C.I. des VOSGES (LORRAINE)";"Assurance Maladie des Professions Indépendantes - AMPI";"085";"001";"55, rue de la Xavée";"BP 131 ";"REMIREMONT ";"88213";"CEDEX ";"03.29.26.11.70";""
"03";"025";"5400";"U.T.I.M. (LORRAINE)";"Assurance Maladie des Professions Indépendantes - AMPI";"086";"001";"29, avenue Foch";"";"METZ  ";"57045";"CEDEX 1";"03.87.75.70.56";""
"03";"027";"1100";"R.A.M. (MIDI PYRENEES)";"Assurance Maladie des Professions Indépendantes - AMPI";"087";"002";"1, place Occitane";"";"TOULOUSE ";"31041";"CEDEX 9";"05.62.30.53.00";""
"03";"027";"1200";"R.A.M. (MIDI PYRENEES)";"Assurance Maladie des Professions Indépendantes - AMPI";"087";"002";"Le Pré Catelan";"78, allées Jean Jaurès";"TOULOUSE ";"31044";"CEDEX";"05.61.26.61.02";""
"03";"029";"1100";"R.AM. (BASSE NORMANDIE)";"Assurance Maladie des Professions Indépendantes - AMPI";"099";"001";"12 rue du clos herbert";"";"CAEN ";"14052";"CEDEX ";"02.31.43.56.94";""
"03";"039";"1100";"R.A.M. (PICARDIE)";"Assurance Maladie des Professions Indépendantes - AMPI";"124";"001";"1, rue de l'Amiral Lejeune";"";"AMIENS ";"80055";"CEDEX 1";"03.20.08.43.00";""
"03";"039";"1300";"R.A.M (PICARDIE)";"Assurance Maladie des Professions Indépendantes - AMPI";"124";"001";"160, rue Henri Champion";"";"LE MANS ";"72031";"CEDEX ";"03.43.41.70.38";""
"03";"039";"3100";"S.A.M.S.I. RADIANCE (PICARDIE)";"Assurance Maladie des Professions Indépendantes - AMPI";"126";"001";"20, place Parmentier";"";"AMIENS";"80057";"CEDEX 1";"03.22.82.82.32";""
"03";"027";"1300";"R.A.M (MIDI PYRENEES)";"Assurance Maladie des Professions Indépendantes - AMPI";"087";"002";"9 , rue Sébastopol ";"";"TOULOUSE ";"31007";"CEDEX 6";"05.62.15.14.90";""
"03";"027";"2100";"MUTUELLE BLEUE (MIDI PYRENEES)";"Assurance Maladie des Professions Indépendantes - AMPI";"091";"002";"1, rue Matabiau";"";"TOULOUSE ";"31070";"CEDEX ";"05.61.62.79.78 ";"05.62.73.59.95"
"03";"027";"4100";"MUTUELLE PREVOYANCE SANTE (MIDI PYRENEES)";"Assurance Maladie des Professions Indépendantes - AMPI";"092";"002";"478, quai de Regourd";"BP 147 ";"CAHORS ";"46018";"CEDEX ";"05.65.23.23.38";""
"03";"021";"4100";"MUTUELLE SANTE VIE - UDSMA (LANGUEDOC ROUSSILLON)";"Assurance Maladie des Professions Indépendantes - AMPI";"071";"002";"10, rue de la Madeleine";"";"RODEZ ";"12023";"CEDEX 9";"05.65.73.59.59";""
"03";"027";"4300";"PREVIFRANCE MUTUALITE (MIDI PYRENEES)";"Assurance Maladie des Professions Indépendantes - AMPI";"094";"002";"80-82, rue Matabiau";"";"TOULOUSE ";"31070";"CEDEX ";"05.61.10.55.10";""
"03";"027";"4400";"MUTUELLE de L ADOUR (MIDI PYRENEES)";"Assurance Maladie des Professions Indépendantes - AMPI";"095";"002";"Résidence Lamartine";"4, rue Saint Vincent de Paul ";"TARBES ";"65000";"";"05.62.44.21.21";""
"03";"027";"5100";"MUTUELLE MAT (MIDI PYRENEES)";"Assurance Maladie des Professions Indépendantes - AMPI";"096";"002";"37-39, boulevard Valmy";"";"ALBI ";"81011";"CEDEX 9";"05.63.49.49.50";""
"03";"027";"5200";"MUTUALITE SANTEVIE - UMT (MIDI PYRENEES)";"Assurance Maladie des Professions Indépendantes - AMPI";"097";"002";"202, avenue de Pélissier";"B.P. 35";"ALBI ";"81031";"CEDEX 09 ";"05.63.48.20.20";""
"03";"027";"5400";"MUTUALITE SANTEVIE - MTG (MIDI PYRENEES)";"Assurance Maladie des Professions Indépendantes - AMPI";"098";"002";"650, boulevard Alsace-Lorraine";"BP 830 ";"MONTAUBAN ";"82048";"CEDEX ";"05.63.21.86.86";""
"03";"029";"1200";"R.A.M. (BASSE NORMANDIE)";"Assurance Maladie des Professions Indépendantes - AMPI";"099";"001";"12, rue du Clos-Herbert";"";"CAEN ";"14059";"CEDEX ";"02.31.30.20.20 ";"02.31.30.20.04"
"03";"029";"1300";"R.A.M (BASSE NORMANDIE)";"Assurance Maladie des Professions Indépendantes - AMPI";"099";"001";"3, rue du 11 Novembre";"";"CAEN ";"14025";"CEDEX ";"02.31.82.74.27 ";"02.31.34.88.74"
"03";"029";"3100";"C.M.P.I. RADIANCE (HAUTE NORMANDIE)";"Assurance Maladie des Professions Indépendantes - AMPI";"102";"001";"37, rue Demées";"BP 114 ";"ALENCON ";"61004";"";"02.33.80.39.40 ";"02.33.80.39.49"
"03";"029";"3400";"M.U.T.I. de BASSE NORMANDIE (BASSE NORMANDIE)";"Assurance Maladie des Professions Indépendantes - AMPI";"103";"001";"12, avenue du Six Juin";"";"CAEN ";"14028";"CEDEX 4 ";"02.31.15.30.30 ";"02.31.15.30.29"
"03";"031";"1100";"R.A.M. (de HAUTE NORMANDIE)";"Assurance Maladie des Professions Indépendantes - AMPI";"105";"001";"12, quai Pierre Corneille";"";"ROUEN ";"76026";"CEDEX ";"02.35.98.30.76 ";"02.35.07.38.52"
"03";"031";"1200";"R.A.M. (HAUTE NORMANDIE)";"Assurance Maladie des Professions Indépendantes - AMPI";"105";"001";"Immeuble Montmorency II";"Centre Saint Sever - BP 1292 ";"ROUEN ";"76178";"CEDEX ";"02.32.81.85.10 ";"02.32.81.85.11"
"03";"031";"1300";"R.A.M (HAUTE NORMANDIE)";"Assurance Maladie des Professions Indépendantes - AMPI";"105";"001";"20 RUE ALSACE LORRAINE";"";"ROUEN ";"76043";"CEDEX 1";"02.35.52.34.00 ";"02.35.52.34.59"
"03";"033";"1100";"R.A.M. (NORD)";"Assurance Maladie des Professions Indépendantes - AMPI";"109";"001";"230 avenue Jean Jaurès";"Immeuble le Tripode, BP64";"RONCHIN";"59790";"";"03.20.29.63.00.";""
"03";"035";"1100";"R.A.M. (PAS DE CALAIS)";"Assurance Maladie des Professions Indépendantes - AMPI";"114";"001";"7, rue du Cardinal";"";"ARRAS ";"62012";"CEDEX ";"03 21 51 82 90";""
"03";"037";"5100";"CAMO - UNION MUTUALITE DES TNS (PAYS DE LA LOIRE)";"Assurance Maladie des Professions Indépendantes - AMPI";"119";"001";"4, rue Désiré Colombe";"BP 80507";"NANTES ";"44105";"CEDEX 4";"02.40.99.22.00";"02.40.20.55.79"
"03";"031";"3100";"IMADIES (HAUTE NORMANDIE)";"Assurance Maladie des Professions Indépendantes - AMPI";"108";"001";"174, boulevard de Strasbourg";"";"LE HAVRE ";"76098";"CEDEX ";"02.35.19.11.41";"02.35.19.12.41"
"03";"033";"1200";"R.A.M. (NORD)";"Assurance Maladie des Professions Indépendantes - AMPI";"109";"001";"8, rue Nicolas Leblanc";"TSA 40202";"LILLE ";"59049";"CEDEX ";"03.20.13.31.00";""
"03";"033";"3100";"MUTUELLE LA FAMILLE (NORD)";"Assurance Maladie des Professions Indépendantes - AMPI";"111";"001";"74, boulevard du Général de Gaulle";"BP 179 ";"ROUBAIX ";"59053";"CEDEX ";"03.20.99.35.50.";""
"03";"033";"3200";"C.M.P.A.C.N. RADIDANCE (NORD)";"Assurance Maladie des Professions Indépendantes - AMPI";"112";"001";"281, rue Nationale";"BP 69 ";"LILLE ";"59003";"CEDEX ";"03.20.14.41.60 ";"03.20.14.41.79"
"03";"033";"3400";"JUST ENSEMBLE (NORD)";"Assurance Maladie des Professions Indépendantes - AMPI";"113";"001";"19, rue de la Poste";"BP 259 ";"VALENCIENNES ";"59306";"CEDEX ";"03.27.28.98.98";""
"03";"035";"3100";"CMP RADIANCE";"Assurance Maladie des Professions Indépendantes - AMPI";"115";"001";"Avenue Winston Churchill";"";"ARRAS ";"62013";"CEDEX ";"03.21.23.83.00";""
"03";"037";"1100";"R.A.M. (PAYS DE LA LOIRE)";"Assurance Maladie des Professions Indépendantes - AMPI";"116";"001";"7, rue des Cadeniers";"BP 23407 ";"NANTES ";"44034";"CEDEX";"02.40.69.02.22 ";"02.40.69.39.43"
"03";"037";"1200";"R.A.M. (PAYS DE LA LOIRE)";"Assurance Maladie des Professions Indépendantes - AMPI";"116";"001";"1, rue Vasco de Gama";"TSA n° 89071";"NANTES ";"44955";"CEDEX 9";"02.51.25.32.51";"02.51.25.32.50"
"03";"037";"1300";"R.A.M (PAYS DE LA LOIRE)";"Assurance Maladie des Professions Indépendantes - AMPI";"116";"001";"160, rue Henri Champion";"";"LE MANS ";"72077";"CEDEX 9";"02.43.41.72.72 ";"02.43.41.59.53"
"03";"037";"5200";"MUTUALITE FRANCAISE ANJOU-MAYENNE (PAYS DE LA LOIRE)";"Assurance Maladie des Professions Indépendantes - AMPI";"120";"001";"67, rue des Ponts de Cé";"";"ANGERS ";"49026";"CEDEX 01 ";"02.41.68.88.00 ";"02.41.66.88.60"
"03";"037";"5300";"PREVIADE - MUTOUEST (PAYS DE LA LOIRE)";"Assurance Maladie des Professions Indépendantes - AMPI";"121";"001";"1, rue de Cheverus";"";"LAVAL ";"53086";"CEDEX 9";"02.43.67.28.74";"02.43.53.33.15"
"03";"037";"5400";"MUTUALITE FRANCAISE SARTHE (PAYS DE LA LOIRE)";"Assurance Maladie des Professions Indépendantes - AMPI";"122";"001";"84 à 100 rue du Miroir";"BP 269 ";"LE MANS ";"72006";"CEDEX ";"02.43.50.27.10 ";"02.43.50.27.26"
"03";"037";"5500";"MUTUELLES de VENDEE (PAYS DE LA LOIRE)";"Assurance Maladie des Professions Indépendantes - AMPI";"123";"001";"112, boulevard d'Italie";"";"LA ROCHE SUR YON ";"85014";"CEDEX ";"02.51.44.29.29 ";"02.51.44.29.49"
