CIP,C,13	NOM_COURT,C,50	CODE_GRP,N,6,0	NOM_GRP_G,C,124	CODE_ATC,C,10	CLASSE_ATC,C,77	DT_DEB_AFS,D	DT_FIN_AFS,D	DEBUT_REMB,D	FIN_REMB,D
3400934563157	ALPRAZOLAM ARW 0,25MG CPR 30	637	XANAX 0,25MG CPR	N05BA12	ALPRAZOLAM	18/11/05		01/06/05	
3400934563218	ALPRAZOLAM ARW 0,50MG CPR 30	639	XANAX 0,50MG CPR	N05BA12	ALPRAZOLAM	18/11/05		01/06/05	
3400934563676	TRIMETAZIDINE EG 20MG CPR  60	154	VASTAREL 20MG CPR	C01EB15	TRIMETAZIDINE	15/01/03		07/07/00	29/02/12
3400934565458	ZECLAR 25MG/ML GRANULES  200	695	CLARITHROMYCINE ABT 25MG/ML BUV     | ZECLAR 25MG/ML GRANULES	J01FA09	CLARITHROMYCINE	28/08/08		18/08/98	
3400934566578	CARTREX 100MG CPR 30	668	CARTREX 100MG CPR	M01AB16	ACECLOFENAC	21/07/06		25/06/03	
3400934568350	LOPERAMIDE EG 2MG GELULE 20	11	IMODIUM 2MG GELULE	A07DA03	LOPERAMIDE	15/01/03		30/06/98	
3400934568701	NIFEDIPINE MYL LP 20MG CPR 30	189	ADALATE LP 20MG CPR	C08CA05	NIFEDIPINE	26/06/09		30/06/98	
3400934569180	PIROXICAM EG 20MG GELULE 15	72	FELDENE 20MG GELULE	M01AC01	PIROXICAM	15/01/03		24/12/99	
3400934569470	KENZEN 4MG CPR 28	959	ATACAND 4MG CPR                     | KENZEN 4MG CPR	C09CA06	CANDESARTAN	12/07/11		18/08/98	29/09/11
3400934570070	KENZEN 8MG CPR 28	960	ATACAND 8MG CPR                     | KENZEN 8MG CPR	C09CA06	CANDESARTAN	12/07/11		18/08/98	29/09/11
3400934572081	ATACAND 4MG CPR 28	959	ATACAND 4MG CPR                     | KENZEN 4MG CPR	C09CA06	CANDESARTAN	12/07/11		18/08/98	29/09/11
3400934572661	ATACAND 8MG CPR 28	960	ATACAND 8MG CPR                     | KENZEN 8MG CPR	C09CA06	CANDESARTAN	12/07/11		18/08/98	29/09/11
3400934573842	WYTENS 2,5MG/6,25MG CPR 30	687	LODOZ 2,5MG/6,25MG CPR              | WYTENS 2,5MG/6,25MG CPR	C07BB07	BISOPROLOL ET THIAZIDIQUES	10/07/08		10/12/99	21/05/11
3400934574382	WYTENS 5MG/6,25MG CPR 30	688	LODOZ 5MG/6,25MG CPR                | WYTENS 5MG/6,25MG CPR	C07BB07	BISOPROLOL ET THIAZIDIQUES	27/05/08		10/12/99	21/05/11
3400934574504	WYTENS 5MG/6,25MG CPR 90	688	LODOZ 5MG/6,25MG CPR                | WYTENS 5MG/6,25MG CPR	C07BB07	BISOPROLOL ET THIAZIDIQUES	27/05/08		19/05/06	21/05/11
3400934574962	WYTENS 10MG/6,25MG CPR 30	686	LODOZ 10MG/6,25MG CPR               | WYTENS 10MG/6,25MG CPR	C07BB07	BISOPROLOL ET THIAZIDIQUES	27/05/08		10/12/99	21/05/11
3400934575105	WYTENS 10MG/6,25MG CPR 90	686	LODOZ 10MG/6,25MG CPR               | WYTENS 10MG/6,25MG CPR	C07BB07	BISOPROLOL ET THIAZIDIQUES	27/05/08		19/05/06	21/05/11
3400934581717	NICERGOLINE RBX 10MG GELULE  90	212	SERMION 10MG GELULE	C04AE02	NICERGOLINE	15/01/03		04/05/00	31/12/11
3400934586279	CLARAMID 100MG ENF CPR  16	281	CLARAMID 100MG ENF CPR              | RULID 100MG CPR	J01FA06	ROXITHROMYCINE	12/09/03		19/04/98	
3400934595325	DILTIAZEM MYL LP 90MG GELULE 30	63	DIACOR LP 90MG GELULE	C08DB01	DILTIAZEM	26/06/09		29/01/99	
3400934595493	DILTIAZEM MYL LP 120MG GELULE 30	65	DIACOR LP 120MG GELULE	C08DB01	DILTIAZEM	26/06/09		29/01/99	
3400934595554	DILTIAZEM MYL LP 300MG GELULE  30	89	DILRENE LP 300MG GELULE	C08DB01	DILTIAZEM	26/06/09		29/01/99	
3400934601040	OMNIPAQUE 350MG SOL INJ FP 20ML 1/20 ML	529	OMNIPAQUE 350MG SOL INJ FP 20ML     | OMNIPAQUE 350MG SOL INJ FP 50ML	V08AB02	IOHEXOL	03/03/06		17/09/00	
3400934601101	OMNIPAQUE 350MG SOL INJ FP 50ML 1/50 ML	529	OMNIPAQUE 350MG SOL INJ FP 20ML     | OMNIPAQUE 350MG SOL INJ FP 50ML	V08AB02	IOHEXOL	03/03/06		17/09/00	
3400934601798	TETRAZEPAM MYL 50MG CPR  20	73	MYOLASTAN 50MG CPR	M03BX07	TETRAZEPAM	26/06/09		25/07/98	30/11/11
3400934605642	ACICLOVIR RPG 200MG CPR  25	177	ZOVIRAX 200MG CPR	J05AB01	ACICLOVIR	15/01/03	21/10/11	26/09/98	
3400934605703	ACICLOVIR MYL 200MG CPR 25	177	ZOVIRAX 200MG CPR	J05AB01	ACICLOVIR	15/01/03		09/09/98	
3400934606182	INIPOMP 40MG PDR INJ 1	982	EUPANTOL 40MG PDR INJ               | INIPOMP 40MG PDR INJ	A02BC02	PANTOPRAZOLE	06/05/10		25/05/06	
3400934606533	EUPANTOL 40MG PDR INJ 1	982	EUPANTOL 40MG PDR INJ               | INIPOMP 40MG PDR INJ	A02BC02	PANTOPRAZOLE	06/05/10		12/04/06	
3400934611445	VIRAMUNE 200MG CPR 60	966	VIRAMUNE 200MG CPR	J05AG01	NEVIRAPINE	12/07/11		14/04/01	
3400934612855	SINGULAIR 5MG CPR 28	925	SINGULAIR 5MG CPR	R03DC03	MONTELUKAST	25/11/10		01/01/00	
3400934614118	SINGULAIR 10MG CPR 28	924	SINGULAIR 10MG CPR	R03DC03	MONTELUKAST	25/11/10		01/01/00	
3400934625923	LETROZOLE ARW 2,5MG CPR 30	882	FEMARA 2,5MG CPR	L02BG04	LETROZOLE	16/09/11		18/06/11	
3400934626234	LETROZOLE ISD 2,5MG CPR 30	882	FEMARA 2,5MG CPR	L02BG04	LETROZOLE	11/11/10		15/04/11	
3400934626753	CEFTRIAXONE EVO 1G/3,5ML PDR INJ 1	28	ROCEPHINE 1G/3,5ML PDR ET SOL INJ	J01DD04	CEFTRIAXONE	22/03/12		10/12/11	
3400934627583	RILUZOLE BGA 50MG CPR 56	1056	RILUTEK 50MG CPR	N07XX02	RILUZOLE	11/09/12		10/08/12	
3400934627873	LEVOTHYROX 25MICROG CPR 90	841	LEVOTHYROX 25MICROG CPR	H03AA01	LEVOTHYROXINE SODIQUE	30/07/10		17/06/10	
3400934627934	LEVOTHYROX 50MICROG CPR 90	842	LEVOTHYROX 50MICROG CPR	H03AA01	LEVOTHYROXINE SODIQUE	30/07/10		17/06/10	
3400934628245	REPAGLINIDE TVC 0,5MG CPR 90	1043	NOVONORM 0,5MG CPR	A10BX02	REPAGLINIDE	12/07/11		01/09/10	
3400934628474	REPAGLINIDE TVC 0,5MG CPR 270	1043	NOVONORM 0,5MG CPR	A10BX02	REPAGLINIDE	12/07/11		01/09/10	
3400934628535	REPAGLINIDE TVC 1MG CPR 90	862	NOVONORM 1MG CPR	A10BX02	REPAGLINIDE	12/07/11		01/09/10	
3400934631436	REPAGLINIDE TVC 1MG CPR 270	862	NOVONORM 1MG CPR	A10BX02	REPAGLINIDE	12/07/11		01/09/10	
3400934631665	REPAGLINIDE TVC 2MG CPR 90	1044	NOVONORM 2MG CPR	A10BX02	REPAGLINIDE	12/07/11		01/09/10	
3400934631726	REPAGLINIDE TVC 2MG CPR 270	1044	NOVONORM 2MG CPR	A10BX02	REPAGLINIDE	12/07/11		01/09/10	
3400934631955	FOSINOPRIL HCTZ CRT 20/12,5MG CPR 30	722	FOZIRETIC 20MG/12,5MG CPR	C09BA09	FOSINOPRIL ET DIURETIQUES	06/05/10		17/02/10	
3400934632266	FOSINOPRIL HCTZ CRT 20/12,5MG CPR 90	722	FOZIRETIC 20MG/12,5MG CPR	C09BA09	FOSINOPRIL ET DIURETIQUES	06/05/10		17/02/10	
3400934638879	ACICLOVIR MYL 800MG CPR 25	134	ZOVIRAX 800MG CPR	J05AB01	ACICLOVIR	24/12/08		09/09/98	
3400934639012	ACICLOVIR RPG 800MG CPR  35	134	ZOVIRAX 800MG CPR	J05AB01	ACICLOVIR	15/01/03	21/10/11	26/09/98	
3400934639180	ACICLOVIR SSP 250MG PDR INJ  1	534	ZOVIRAX 250MG PDR INJ IV	J05AB01	ACICLOVIR	10/05/07	24/10/13	05/09/03	
3400934639302	TAMOXIFENE BGA 10MG CPR 30	38	NOLVADEX 10MG CPR	L02BA01	TAMOXIFENE	15/01/03		09/09/98	
3400934639470	TAMOXIFENE BGA 20MG CPR 30	138	NOLVADEX 20MG CPR	L02BA01	TAMOXIFENE	15/01/03		09/09/98	
3400934641022	PREDNISONE ZEN 20MG CPR 20	350	CORTANCYL 20MG CPR	H02AB07	PREDNISONE	10/05/12		03/05/05	
3400934641190	PREDNISONE ZEN 5MG CPR 30	351	CORTANCYL 5MG CPR	H02AB07	PREDNISONE	10/05/12		03/05/05	
3400934641251	PREDNISONE ZEN 1MG CPR 30	459	CORTANCYL 1MG CPR	H02AB07	PREDNISONE	10/05/12		03/05/05	
3400934642203	NARAMIG 2,5MG CPR 12	1031	NARAMIG 2,5MG CPR	N02CC02	NARATRIPTAN	22/03/12		27/03/01	
3400934644214	NAFTIDROFURYL MYL 100MG GELULE 20	187	PRAXILENE 100MG GELULE	C04AX21	NAFTIDROFURYL	26/06/09		29/01/99	
3400934644382	NAFTIDROFURYL MYL 200MG CPR 20	143	PRAXILENE 200MG CPR	C04AX21	NAFTIDROFURYL	20/12/13		29/01/99	
3400934648694	VERAPAMIL RTP 120MG CPR 30	77	ISOPTINE 120MG GELULE	C08DA01	VERAPAMIL	15/01/03		21/04/00	
3400934648816	VERAPAMIL RTP 120MG CPR 90	77	ISOPTINE 120MG GELULE	C08DA01	VERAPAMIL	15/01/03		05/09/06	
3400934655678	EFFEXOR LP 75MG GELULE 30	716	EFFEXOR LP 75MG GELULE	N06AX16	VENLAFAXINE	06/05/08		07/10/05	
3400934656330	EFFEXOR LP 37,5MG GELULE 30	715	EFFEXOR LP 37,5MG GELULE	N06AX16	VENLAFAXINE	06/05/08		02/04/99	
3400934656798	VENLAFAXINE PFZ LP 75MG GELULE 30	716	EFFEXOR LP 75MG GELULE	N06AX16	VENLAFAXINE	12/07/11		20/11/08	
3400934658570	STILNOX 10MG CPR 14	295	STILNOX 10MG CPR	N05CF02	ZOLPIDEM	17/02/04		12/12/99	
3400934659003	FLUCONAZOLE PFZ 200MG GELULE 7	382	TRIFLUCAN 200MG GELULE	J02AC01	FLUCONAZOLE	15/04/09		20/02/09	
3400934659171	FLUCONAZOLE PFZ 100MG GELULE 7	492	TRIFLUCAN 100MG GELULE	J02AC01	FLUCONAZOLE	15/04/09		20/02/09	
3400934659522	FONZYLANE 150MG CPR  20	103	FONZYLANE 150MG CPR	C04AX20	BUFLOMEDIL	15/01/03		26/09/98	30/11/11
3400934659751	LOFTYL 150MG CPR  20	103	FONZYLANE 150MG CPR	C04AX20	BUFLOMEDIL	15/01/03		22/01/99	30/11/11
3400934660061	RANITIDINE MYL 150MG CPR 30	25	AZANTAC 150MG CPR                   | RANIPLEX 150MG CPR	A02BA02	RANITIDINE	27/11/09		17/04/09	
3400934661822	VENLAFAXINE PFZ LP 37,5MG GELULE 30	715	EFFEXOR LP 37,5MG GELULE	N06AX16	VENLAFAXINE	01/02/11		20/11/08	
3400934662713	COMBIVIR 150MG/300MG CPR 60	1073	COMBIVIR 150MG/300MG CPR	J05AR01	ZIDOVUDINE ET LAMIVUDINE	21/12/11		04/05/99	
3400934665325	ALLOPURINOL BGR 300MG CPR 28	149	ZYLORIC 300MG CPR	M04AA01	ALLOPURINOL	31/05/13		02/12/03	
3400934665554	METFORMINE RPG 850MG CPR  30	133	GLUCOPHAGE 850MG CPR	A10BA02	METFORMINE	15/01/03	28/08/12	16/12/98	
3400934665905	METFORMINE EG LAB 850MG CPR 30	133	GLUCOPHAGE 850MG CPR	A10BA02	METFORMINE	08/01/13		03/01/99	
3400934669927	CAPTOPRIL ZYD 25MG CPR 30	14	CAPTOLANE 25MG CPR                  | LOPRIL 25MG CPR	C09AA01	CAPTOPRIL	28/07/04		22/11/98	
3400934670008	CAPTOPRIL ZYD 50MG CPR 30	216	CAPTOLANE 50MG CPR                  | LOPRIL 50MG CPR	C09AA01	CAPTOPRIL	28/07/04		22/11/98	
3400934670176	CAPTOPRIL QUA 50MG CPR  30	216	CAPTOLANE 50MG CPR                  | LOPRIL 50MG CPR	C09AA01	CAPTOPRIL	15/01/03	24/10/13	06/12/98	
3400934670237	CAPTOPRIL QUA 25MG CPR  30	14	CAPTOLANE 25MG CPR                  | LOPRIL 25MG CPR	C09AA01	CAPTOPRIL	15/01/03	24/10/13	06/12/98	
3400934670527	SPIRONOLACTONE PFZ 50MG CPR 30	4	ALDACTONE 50MG CPR	C03DA01	SPIRONOLACTONE	06/07/10	01/02/11	19/05/00	
3400934671357	NAPROXENE TVC 250MG CPR  12	296	NAPROSYNE 250MG CPR	M01AE02	NAPROXENE	24/02/04		16/12/98	01/01/13
3400934671647	NAPROXENE TVC 500MG CPR  15	297	NAPROSYNE 500MG CPR	M01AE02	NAPROXENE	24/02/04		16/12/98	01/01/13
3400934671708	NAPROXENE SODIQUE TVC 275MG CPR 10	330	APRANAX 275MG CPR	M01AE02	NAPROXENE	12/12/03		16/12/98	
3400934671876	NAPROXENE SODIQUE TVC 275MG CPR 30	330	APRANAX 275MG CPR	M01AE02	NAPROXENE	12/12/03		16/12/98	
3400934672248	NAPROXENE SODIQUE TVC 550MG CPR 16	287	APRANAX 550MG CPR	M01AE02	NAPROXENE	12/12/03		16/12/98	
3400934675720	LERCANIDIPINE EG 10MG CPR 30	811	LERCAN 10MG CPR                     | ZANIDIP 10MG CPR	C08CA13	LERCANIDIPINE	06/05/10		03/03/10	
3400934676031	LERCANIDIPINE EG 10MG CPR 90	811	LERCAN 10MG CPR                     | ZANIDIP 10MG CPR	C08CA13	LERCANIDIPINE	06/05/10		03/03/10	
3400934677212	LERCANIDIPINE EG 20MG CPR 30	812	LERCAN 20MG CPR                     | ZANIDIP 20MG CPR	C08CA13	LERCANIDIPINE	06/05/10		03/03/10	
3400934677670	LERCANIDIPINE EG 20MG CPR 90	812	LERCAN 20MG CPR                     | ZANIDIP 20MG CPR	C08CA13	LERCANIDIPINE	06/05/10		03/03/10	
3400934679162	CLOPIDOGREL ISD 75 MG CPR 30	788	PLAVIX 75MG CPR	B01AC04	CLOPIDOGREL	06/05/10		13/02/10	
3400934681462	CHLORHEX/CHLOROBUT ZEN SOL BDB 90ML 1/90 ML	783	ELUDRIL PRO SOL PR BDB FP 15ML      | ELUDRIL PRO SOL PR BDB FP 200ML     | ELUDRIL PRO SOL PR BDB FP 500ML	A01AB11	DIVERS	10/05/12		01/04/10	
3400934681813	CHLORHEX/CHLOROBUT ARW SOL BDB 90ML 1/90 ML	783	ELUDRIL PRO SOL PR BDB FP 15ML      | ELUDRIL PRO SOL PR BDB FP 200ML     | ELUDRIL PRO SOL PR BDB FP 500ML	A01AB11	DIVERS	30/06/10		01/04/10	
3400934682124	CHLORHEX/CHLOROBUT PHR SOL BDB 90ML 1/90 ML	783	ELUDRIL PRO SOL PR BDB FP 15ML      | ELUDRIL PRO SOL PR BDB FP 200ML     | ELUDRIL PRO SOL PR BDB FP 500ML	A01AB11	DIVERS	30/06/10		01/04/10	
3400934683763	VALSARTAN/HCTZ RTP 160/12,5MG CPR 30	878	COTAREG 160MG/12,5MG CPR            | NISISCO 160MG/12,5MG CPR	C09DA03	VALSARTAN ET DIURETIQUES	30/06/10		24/09/11	
3400934684074	VALSARTAN/HCTZ RTP 160/12,5MG CPR 90	878	COTAREG 160MG/12,5MG CPR            | NISISCO 160MG/12,5MG CPR	C09DA03	VALSARTAN ET DIURETIQUES	30/06/10		24/09/11	
3400934685194	DOMPERIDONE TVC 10MG CPR DISP 30	681	MOTILYO 10MG LYOPHILISAT ORAL	A03FA03	DOMPERIDONE	30/06/10		01/04/10	
3400934685774	DOMPERIDONE ZEN 10MG CPR DISP 30	681	MOTILYO 10MG LYOPHILISAT ORAL	A03FA03	DOMPERIDONE	11/09/12		01/12/10	
3400934688096	ACICLOVIR CRT 200MG CPR 25	177	ZOVIRAX 200MG CPR	J05AB01	ACICLOVIR	06/05/10		17/02/10	
3400934689048	PERINDOPRIL ZEN 8MG CPR 90	582	COVERSYL 10MG CPR                   | PERINDOPRIL SERVIER 8MG CPR	C09AA04	PERINDOPRIL	06/05/10		03/03/10	
3400934689918	PERINDOPRIL ZEN 2MG CPR 90	575	COVERSYL 2,5MG CPR                  | PERINDOPRIL SERVIER 2MG CPR	C09AA04	PERINDOPRIL	11/09/11		03/03/10	
3400934690686	PERINDOPRIL ZEN 4MG CPR 90	579	COVERSYL 5MG CPR                    | PERINDOPRIL SERVIER 4MG CPR	C09AA04	PERINDOPRIL	11/09/12		03/03/10	
3400934692758	VENLAFAXINE BLF LP 37,5MG GELULE 30	715	EFFEXOR LP 37,5MG GELULE	N06AX16	VENLAFAXINE	01/10/10		18/05/11	
3400934693359	VENLAFAXINE BLF LP 75 MG GELULE 30	716	EFFEXOR LP 75MG GELULE	N06AX16	VENLAFAXINE	01/10/10		18/05/11	
3400934696831	IRBESARTAN HCTZ SDZ 300/25MG CPR 30	1003	COAPROVEL 300/25MG CPR              | COAPROVEL 300/25MG CPR DU	C09DA04	IRBESARTAN ET DIURETIQUES	16/09/11		05/07/12	
3400934697371	IRBESARTAN HCTZ SDZ 300/25MG CPR 90	1003	COAPROVEL 300/25MG CPR              | COAPROVEL 300/25MG CPR DU	C09DA04	IRBESARTAN ET DIURETIQUES	16/09/11		05/07/12	
3400934698613	IRBESARTAN HCTZ SDZ 150/12,5MG CPR 30	974	COAPROVEL 150/12,5MG CPR            | COAPROVEL 150/12,5MG CPR DU	C09DA04	IRBESARTAN ET DIURETIQUES	16/09/11		05/07/12	
3400934699092	IRBESARTAN HCTZ SDZ 150/12,5MG CPR 90	974	COAPROVEL 150/12,5MG CPR            | COAPROVEL 150/12,5MG CPR DU	C09DA04	IRBESARTAN ET DIURETIQUES	16/09/11		05/07/12	
3400934703386	VALACICLOVIR CRT 500MG CPR 42	800	ZELITREX 500MG CPR	J05AB11	VALACICLOVIR	18/03/10		17/03/10	
3400934705229	PANTOPRAZOLE ISM 20MG CPR 14	766	EUPANTOL 20MG CPR                   | INIPOMP 20MG CPR                    | PANTOZOL CONTROL 20MG CPR	A02BC02	PANTOPRAZOLE	06/05/10		03/03/10	
3400934705519	PANTOPRAZOLE ISM 20MG CPR 28	766	EUPANTOL 20MG CPR                   | INIPOMP 20MG CPR                    | PANTOZOL CONTROL 20MG CPR	A02BC02	PANTOPRAZOLE	06/05/10		03/03/10	
3400934706639	PANTOPRAZOLE ISM 40MG CPR 7	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	06/05/10		03/03/10	
3400934706868	PANTOPRAZOLE ISM 40MG CPR 14	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	06/05/10		03/03/10	
3400934707230	PANTOPRAZOLE ISM 40MG CPR 28	767	EUPANTOL 40MG CPR                   | INIPOMP 40MG CPR	A02BC02	PANTOPRAZOLE	06/05/10		03/03/10	
3400934712722	OLANZAPINE ZYD 5MG CPR 28	860	ZYPREXA 5MG CPR	N05AH03	OLANZAPINE	25/11/10		08/06/11	
3400934713842	INDAPAMIDE ZYD LP 1,5MG CPR 30	700	FLUDEX LP 1,5MG CPR	C03BA11	INDAPAMIDE	01/02/11		20/10/10	
3400934714443	FENOFIBRATE CRT 200MG GELULE 90	170	LIPANTHYL 200MG MICRONISE GELULE	C10AB05	FENOFIBRATE	22/09/09		03/03/10	
3400934717925	RIVASTIGMINE SDZ 3MG GELULE 28	938	SANS SPECIALITE REFERENTE	N06DA03	RIVASTIGMINE	16/09/11		08/02/12	
3400934718175	RIVASTIGMINE SDZ 3MG GELULE 56	938	SANS SPECIALITE REFERENTE	N06DA03	RIVASTIGMINE	16/09/11		08/02/12	
3400934718236	RIVASTIGMINE SDZ 4,5MG GELULE 28	939	SANS SPECIALITE REFERENTE	N06DA03	RIVASTIGMINE	16/09/11		08/02/12	
3400934718465	RIVASTIGMINE SDZ 4,5MG GELULE 56	939	SANS SPECIALITE REFERENTE	N06DA03	RIVASTIGMINE	16/09/11		08/02/12	
3400934718526	RIVASTIGMINE SDZ 6MG GELULE 28	940	SANS SPECIALITE REFERENTE	N06DA03	RIVASTIGMINE	16/09/11		08/02/12	
3400934718694	RIVASTIGMINE SDZ 6MG GELULE 56	940	SANS SPECIALITE REFERENTE	N06DA03	RIVASTIGMINE	16/09/11		08/02/12	
3400934718984	KETOPROFENE ZEN LP 100MG CPR 20	989	BIPROFENID LP 100MG CPR	M01AE03	KETOPROFENE	16/09/11		09/07/11	
3400934730061	LACTULOSE BGA 10G/15ML SOL BUV SAC 20/15 ML	137	DUPHALAC 10G/15ML SOL BUV SACHET	A06AD11	LACTULOSE	15/01/03		09/12/98	
3400934731181	TRIMEBUTINE MYL 100MG CPR 30	34	DEBRIDAT 100MG CPR	A03AA05	TRIMEBUTINE	26/06/09		06/12/98	
3400934731242	PIROXICAM MYL 20MG SUPPO  15	192	FELDENE 20MG SUPPO	M01AC01	PIROXICAM	26/06/09		06/12/98	29/09/11
3400934731532	PIROXICAM MKG 20MG/1ML SOL INJ IM 2/1 ML	112	FELDENE 20MG/1ML SOL INJ IM	M01AC01	PIROXICAM	15/01/03	03/09/09	06/12/98	08/07/11
3400934732652	DACRYOSERUM SOL OPH UNIDOSE 5ML 20/5 ML	710	DACRYOSERUM SOL OPH UNIDOSE 5ML	S01AX07	SODIUM BORATE	31/10/08		30/06/99	
3400934734434	ZOMIG 2,5MG CPR 2	880	ZOMIG 2,5MG CPR	N02CC03	ZOLMITRIPTAN	11/11/10		04/06/98	27/12/11
3400934736216	SOLIAN 200MG CPR 60	302	SOLIAN 200MG CPR	N05AL05	AMISULPRIDE	12/05/04		07/05/99	
3400934737046	IMIGRANE 50MG CPR 6	452	IMIGRANE 50MG CPR	N02CC01	SUMATRIPTAN	01/06/05	19/05/06	26/06/99	
3400934742309	PARLODEL 10MG GELULE 30	115	PARLODEL 10MG GELULE	N04BC01	BROMOCRIPTINE	15/01/03		09/12/98	
3400934742828	PARLODEL 5MG GELULE 30	57	PARLODEL 5MG GELULE	N04BC01	BROMOCRIPTINE	15/01/03		09/12/98	
3400934746840	EXELON 1,5MG GELULE 28	1061	EXELON 1,5MG GELULE	N06DA03	RIVASTIGMINE	27/11/09		09/09/98	
3400934746901	EXELON 1,5MG GELULE 56	1061	EXELON 1,5MG GELULE	N06DA03	RIVASTIGMINE	27/11/09		09/09/98	
3400934747151	EXELON 3MG GELULE 28	1063	EXELON 3MG GELULE	N06DA03	RIVASTIGMINE	27/11/09		09/09/98	
3400934747212	EXELON 3MG GELULE 56	1063	EXELON 3MG GELULE	N06DA03	RIVASTIGMINE	27/11/09		09/09/98	
3400934747441	EXELON 4,5MG GELULE 28	1064	EXELON 4,5MG GELULE	N06DA03	RIVASTIGMINE	27/11/09		09/09/98	
3400934747960	RANITIDINE MYL 300MG CPR 14	95	AZANTAC 300MG CPR                   | RANIPLEX 300MG CPR	A02BA02	RANITIDINE	27/11/09		17/04/09	
3400934748271	TOLEXINE 100MG CPR GI 28	201	VIBRAMYCINE N 100MG CPR	J01AA02	DOXYCYCLINE	15/01/03		16/02/01	
3400934748561	IMOVANE 7,5MG CPR 14	105	IMOVANE 7,5MG CPR	N05CF01	ZOPICLONE	15/01/03		25/09/99	
3400934748790	NIFEDIPINE MYL LP 20MG CPR 60	189	ADALATE LP 20MG CPR	C08CA05	NIFEDIPINE	26/06/09		23/10/09	
3400934749162	NAFTIDROFURYL MYL 200MG CPR 90	143	PRAXILENE 200MG CPR	C04AX21	NAFTIDROFURYL	20/12/13		06/05/03	
3400934749971	LOPERAMIDE VRF 2MG GELULE  20	11	IMODIUM 2MG GELULE	A07DA03	LOPERAMIDE	05/10/05	28/08/12	28/07/05	
3400934751233	FENOFIBRATE RTP 300MG GELULE 30	206	LIPANTHYL 300MG GELULE	C10AB05	FENOFIBRATE	15/01/03		09/12/98	
3400934751691	CAPTOPRIL MYL 50MG CPR 30	216	CAPTOLANE 50MG CPR                  | LOPRIL 50MG CPR	C09AA01	CAPTOPRIL	26/06/09		09/12/98	
3400934751981	CAPTOPRIL MYL 50MG CPR 90	216	CAPTOLANE 50MG CPR                  | LOPRIL 50MG CPR	C09AA01	CAPTOPRIL	26/06/09		05/09/06	
3400934752872	CAPTOPRIL MYL 25MG CPR 30	14	CAPTOLANE 25MG CPR                  | LOPRIL 25MG CPR	C09AA01	CAPTOPRIL	26/06/09		09/12/98	
3400934753183	CAPTOPRIL MYL 25MG CPR 90	14	CAPTOLANE 25MG CPR                  | LOPRIL 25MG CPR	C09AA01	CAPTOPRIL	26/06/09		05/09/06	
3400934757785	DILTIAZEM BGA LP 90MG GELULE 28	63	DIACOR LP 90MG GELULE	C08DB01	DILTIAZEM	15/01/03		09/09/98	
3400934757846	DILTIAZEM BGA LP 120MG GELULE 28	65	DIACOR LP 120MG GELULE	C08DB01	DILTIAZEM	15/01/03		09/09/98	
3400934758386	MINOLIS 100MG GELULE  15	9	MYNOCINE 100MG GELULE	J01AA08	MINOCYCLINE	21/06/03		03/01/99	
3400934758508	EXELON 4,5MG GELULE 56	1064	EXELON 4,5MG GELULE	N06DA03	RIVASTIGMINE	27/11/09		09/09/98	
3400934758737	EXELON 6MG GELULE 28	1065	EXELON 6MG GELULE	N06DA03	RIVASTIGMINE	27/11/09		09/09/98	
3400934758966	EXELON 6MG GELULE 56	1065	EXELON 6MG GELULE	N06DA03	RIVASTIGMINE	27/11/09		09/09/98	
3400934759109	NEURONTIN 600MG CPR 90	634	NEURONTIN 600MG CPR	N03AX12	GABAPENTINE	30/06/05		07/04/00	15/04/12
3400934759277	NEURONTIN 800MG CPR 90	395	NEURONTIN 800MG CPR	N03AX12	GABAPENTINE	30/06/05		07/04/00	15/04/12
3400934763878	ZANIDIP 10MG CPR 28	811	LERCAN 10MG CPR                     | ZANIDIP 10MG CPR	C08CA13	LERCANIDIPINE	30/07/09		11/03/00	
3400934768781	CLARITHROMYCINE ABT 50MG/ML BUV  1/60 ML	696	CLARITHROMYCINE ABT 50MG/ML BUV     | ZECLAR 50MG/ML GRANULES	J01FA09	CLARITHROMYCINE	31/10/08		19/05/00	
3400934772283	BROMAZEPAM BGA 6MG CPR 30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	15/01/03		09/12/98	
3400934772344	QUIETILINE 6MG CPR GI 30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	15/01/03		03/01/99	
3400934772924	BETAHISTINE MYL 8MG CPR 90	139	SERC 8MG CPR	N07CA01	BETAHISTINE	26/06/09		09/12/98	
3400934776366	FLUOXETINE RTP 20MG GELULE 14	155	PROZAC 20MG GELULE	N06AB03	FLUOXETINE	15/01/03		23/09/00	
3400934777196	FENOFIBRATE MYL 200MG GELULE 30	170	LIPANTHYL 200MG MICRONISE GELULE	C10AB05	FENOFIBRATE	26/06/09		23/09/99	
3400934777547	PROSTADIREX 250MG CPR GI  30	116	EULEXINE 250MG CPR	L02BB01	FLUTAMIDE	15/01/03	24/07/13	04/03/99	
