CIP,C,13	NOM_COURT,C,50	CODE_GRP,N,6,0	NOM_GRP_G,C,124	CODE_ATC,C,10	CLASSE_ATC,C,77	PFHT,N,11,0	PPTTC,N,11,0	TFR,N,10,0	DT_DEB,D	DT_FIN,D
3400934768781	CLARITHROMYCINE ABT 50MG/ML BUV  1/60 ML	696	CLARITHROMYCINE ABT 50MG/ML BUV     | ZECLAR 50MG/ML GRANULES	J01FA09	CLARITHROMYCINE	499	731	747	01/03/10	31/12/11
3400934772283	BROMAZEPAM BGA 6MG CPR 30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	280	01/01/12	
3400934772283	BROMAZEPAM BGA 6MG CPR 30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	265	06/05/08	31/12/11
3400934772344	QUIETILINE 6MG CPR GI 30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	280	01/01/12	
3400934772344	QUIETILINE 6MG CPR GI 30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	265	06/05/08	31/12/11
3400934775994	PIROXICAM RTP 10MG GELULE  30	0		M01AC01	PIROXICAM	265	426	374	01/01/12	
3400934775994	PIROXICAM RTP 10MG GELULE  30	0		M01AC01	PIROXICAM	265	426	367	06/05/08	31/12/11
3400934777547	PROSTADIREX 250MG CPR GI  30	116	EULEXINE 250MG CPR	L02BB01	FLUTAMIDE	2050	2833	2833	01/01/12	
3400934777547	PROSTADIREX 250MG CPR GI  30	116	EULEXINE 250MG CPR	L02BB01	FLUTAMIDE	2050	2833	2901	06/05/08	31/12/11
3400934785290	ZECLAR 50MG/ML GRANULES  1/60 ML	0		J01FA09	CLARITHROMYCINE	499	731	731	01/01/12	
3400934785290	ZECLAR 50MG/ML GRANULES  1/60 ML	0		J01FA09	CLARITHROMYCINE	499	731	747	01/03/10	31/12/11
3400934785351	ZECLAR 50MG/ML GRANULES 1/60 ML	0		J01FA09	CLARITHROMYCINE	499	731	731	24/08/12	
3400934792274	DICLOFENAC GGA 25MG CPR  30	183	VOLTARENE 25MG CPR	M01AB05	DICLOFENAC	114	232	232	01/01/12	
3400934792274	DICLOFENAC GGA 25MG CPR  30	183	VOLTARENE 25MG CPR	M01AB05	DICLOFENAC	114	232	212	06/05/08	31/12/11
3400934802133	PREDALGIC 50MG CPR EFF  30	0		N02AX02	TRAMADOL	407	609	530	01/01/12	
3400934802133	PREDALGIC 50MG CPR EFF  30	0		N02AX02	TRAMADOL	407	609	535	06/05/08	31/12/11
3400934802362	ZUMALGIC 50MG CPR EFF 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	485	01/12/13	
3400934802362	ZUMALGIC 50MG CPR EFF 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	530	01/01/12	30/11/13
3400934802362	ZUMALGIC 50MG CPR EFF 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	535	06/05/08	31/12/11
3400934802591	BUSPIRONE MYL 10MG CPR 20	52	BUSPAR 10MG CPR	N05BE01	BUSPIRONE	428	636	636	01/01/12	
3400934802591	BUSPIRONE MYL 10MG CPR 20	52	BUSPAR 10MG CPR	N05BE01	BUSPIRONE	428	636	649	06/05/08	31/12/11
3400934806384	COSOPT 20MG/5MG/ML COLLYRE FL 5ML 1/5 ML	849	COSOPT 20MG/5MG/ML COLLYRE FL 5ML	S01ED51	TIMOLOL EN ASSOCIATION	553	804	804	01/11/13	
3400934808166	CONTRAMAL 50MG GELULE 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	485	01/12/13	
3400934808166	CONTRAMAL 50MG GELULE 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	530	01/01/12	30/11/13
3400934808166	CONTRAMAL 50MG GELULE 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	535	06/05/08	31/12/11
3400934818851	SPIRONOLACTONE GGA 75MG CPR  30	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE	459	676	676	01/01/12	
3400934818851	SPIRONOLACTONE GGA 75MG CPR  30	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE	459	676	692	06/05/08	31/12/11
3400934829048	DICLOFENAC MYL 25MG CPR 30	183	VOLTARENE 25MG CPR	M01AB05	DICLOFENAC	114	232	232	01/01/12	
3400934829048	DICLOFENAC MYL 25MG CPR 30	183	VOLTARENE 25MG CPR	M01AB05	DICLOFENAC	114	232	212	06/05/08	31/12/11
3400934833359	MIANSERINE MYL 60MG CPR 14	15	ATHYMIL 60MG CPR	N06AX03	MIANSERINE	424	631	631	01/01/12	
3400934833359	MIANSERINE MYL 60MG CPR 14	15	ATHYMIL 60MG CPR	N06AX03	MIANSERINE	424	631	643	06/05/08	31/12/11
3400934835131	OXYBUTYNINE MYL 5MG CPR 60	218	DITROPAN 5MG CPR	G04BD04	OXYBUTYNINE	315	490	490	01/01/12	
3400934835131	OXYBUTYNINE MYL 5MG CPR 60	218	DITROPAN 5MG CPR	G04BD04	OXYBUTYNINE	315	490	492	06/05/08	31/12/11
3400934837371	CARBAMAZEPINE TVC 200MG CPR 50	299	TEGRETOL 200MG CPR	N03AF01	CARBAMAZEPINE	325	503	503	01/01/12	
3400934837371	CARBAMAZEPINE TVC 200MG CPR 50	299	TEGRETOL 200MG CPR	N03AF01	CARBAMAZEPINE	325	503	506	06/05/08	31/12/11
3400934839962	UTROGESTAN 200MG CAPSULE 15	238	UTROGESTAN 200MG CAPSULE	G03DA04	PROGESTERONE	512	748	503	01/01/12	
3400934839962	UTROGESTAN 200MG CAPSULE 15	238	UTROGESTAN 200MG CAPSULE	G03DA04	PROGESTERONE	512	748	506	06/05/08	31/12/11
3400934847028	CIMETIDINE TVC 400MG CPR 30	123	TAGAMET 400MG CPR	A02BA01	CIMETIDINE	864	1225	1225	01/01/12	
3400934847028	CIMETIDINE TVC 400MG CPR 30	123	TAGAMET 400MG CPR	A02BA01	CIMETIDINE	864	1225	1254	06/05/08	31/12/11
3400934847318	DERMAZOL 1% PDR FL GI 1/30 G	222	PEVARYL 1% PDR FL 30G	D01AC03	ECONAZOLE	296	466	409	01/01/12	
3400934847318	DERMAZOL 1% PDR FL GI 1/30 G	222	PEVARYL 1% PDR FL 30G	D01AC03	ECONAZOLE	296	466	404	06/05/08	31/12/11
3400934847486	SPIRONOLACTONE BGA 75MG CPR 30	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE	459	676	676	01/01/12	
3400934847486	SPIRONOLACTONE BGA 75MG CPR 30	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE	459	676	692	06/05/08	31/12/11
3400934849619	SPIRONOLACTONE RTP 75MG CPR 30	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE	459	676	676	01/01/12	
3400934849619	SPIRONOLACTONE RTP 75MG CPR 30	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE	459	676	692	06/05/08	31/12/11
3400934858604	CIMETIDINE MYL 200MG CPR EFF 60	172	TAGAMET 200MG CPR EFF	A02BA01	CIMETIDINE	813	1156	1156	01/01/12	
3400934858604	CIMETIDINE MYL 200MG CPR EFF 60	172	TAGAMET 200MG CPR EFF	A02BA01	CIMETIDINE	813	1156	1183	06/05/08	31/12/11
3400934860492	CEFADROXIL BGA 500MG GELULE 12	147	ORACEFAL 500MG GELULE	J01DB05	CEFADROXIL	380	574	574	01/01/12	
3400934860492	CEFADROXIL BGA 500MG GELULE 12	147	ORACEFAL 500MG GELULE	J01DB05	CEFADROXIL	380	574	582	06/05/08	31/12/11
3400934860553	CEFADROXIL BGA 125MG/5ML PDR FL  1/45 G	71	ORACEFAL 125MG/5ML PDR ORALE	J01DB05	CEFADROXIL	122	242	242	01/01/12	
3400934860553	CEFADROXIL BGA 125MG/5ML PDR FL  1/45 G	71	ORACEFAL 125MG/5ML PDR ORALE	J01DB05	CEFADROXIL	122	242	224	06/05/08	31/12/11
3400934860614	CEFADROXIL BGA 250MG/5ML PDR ORAL FL 1/45 G	198	ORACEFAL 250MG/5ML PDR ORALE FL	J01DB05	CEFADROXIL	217	364	364	01/01/12	
3400934860614	CEFADROXIL BGA 250MG/5ML PDR ORAL FL 1/45 G	198	ORACEFAL 250MG/5ML PDR ORALE FL	J01DB05	CEFADROXIL	217	364	356	06/05/08	31/12/11
3400934860782	CEFADROXIL BGA 500MG/5ML PDR ORAL FL 1/45 G	179	ORACEFAL 500MG/5ML PDR ORALE FL	J01DB05	CEFADROXIL	373	565	565	01/01/12	
3400934860782	CEFADROXIL BGA 500MG/5ML PDR ORAL FL 1/45 G	179	ORACEFAL 500MG/5ML PDR ORALE FL	J01DB05	CEFADROXIL	373	565	572	06/05/08	31/12/11
3400934861673	ACICLOVIR BGA 800MG CPR 25	134	ZOVIRAX 800MG CPR	J05AB01	ACICLOVIR	4519	5814	5814	01/01/12	
3400934861673	ACICLOVIR BGA 800MG CPR 25	134	ZOVIRAX 800MG CPR	J05AB01	ACICLOVIR	4519	5814	5875	06/05/08	31/12/11
3400934865527	TIMOLOL CHAUVIN 0,50% COLLYRE  1/5 ML	0		S01ED01	TIMOLOL	274	438	438	01/01/12	
3400934865527	TIMOLOL CHAUVIN 0,50% COLLYRE  1/5 ML	0		S01ED01	TIMOLOL	274	438	435	27/10/09	31/12/11
3400934869778	SOTALOL MYL 80MG CPR 30	182	SOTALEX 80MG CPR	C07AA07	SOTALOL	189	328	328	01/01/12	
3400934869778	SOTALOL MYL 80MG CPR 30	182	SOTALEX 80MG CPR	C07AA07	SOTALOL	189	328	317	06/05/08	31/12/11
3400934870088	SOTALOL MYL 160MG CPR 30	100	SOTALEX 160MG CPR	C07AA07	SOTALOL	354	541	541	01/01/12	
3400934870088	SOTALOL MYL 160MG CPR 30	100	SOTALEX 160MG CPR	C07AA07	SOTALOL	354	541	546	06/05/08	31/12/11
3400934874741	SOLIAN 100MG CPR 30	328	SOLIAN 100MG CPR	N05AL05	AMISULPRIDE	802	1141	1141	01/12/13	
3400934874741	SOLIAN 100MG CPR 30	328	SOLIAN 100MG CPR	N05AL05	AMISULPRIDE	802	1141	1334	01/01/12	30/11/13
3400934874741	SOLIAN 100MG CPR 30	328	SOLIAN 100MG CPR	N05AL05	AMISULPRIDE	802	1141	1365	06/05/08	31/12/11
3400934874802	SOLIAN 400MG CPR 30	349	SOLIAN 400MG CPR	N05AL05	AMISULPRIDE	3258	4312	4312	01/12/13	
3400934874802	SOLIAN 400MG CPR 30	349	SOLIAN 400MG CPR	N05AL05	AMISULPRIDE	3258	4312	4997	01/01/12	30/11/13
3400934874802	SOLIAN 400MG CPR 30	349	SOLIAN 400MG CPR	N05AL05	AMISULPRIDE	3258	4312	5062	06/05/08	31/12/11
3400934882555	CIMETIDINE ARW 200MG CPR EFF 60	172	TAGAMET 200MG CPR EFF	A02BA01	CIMETIDINE	813	1156	1156	01/01/12	
3400934882555	CIMETIDINE ARW 200MG CPR EFF 60	172	TAGAMET 200MG CPR EFF	A02BA01	CIMETIDINE	813	1156	1183	06/05/08	31/12/11
3400934883507	BROMAZEPAM MYL 6MG CPR 30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	280	01/01/12	
3400934883507	BROMAZEPAM MYL 6MG CPR 30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	265	06/05/08	31/12/11
3400934883675	BROMAZEPAM ZYD 6MG CPR 30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	280	01/01/12	
3400934883675	BROMAZEPAM ZYD 6MG CPR 30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	265	06/05/08	31/12/11
3400934884108	BROMAZEPAM QUA 6MG CPR  30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	280	01/01/12	
3400934884108	BROMAZEPAM QUA 6MG CPR  30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	265	06/05/08	31/12/11
3400934884276	BROMAZEPAM EG 6MG CPR 30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	280	01/01/12	
3400934884276	BROMAZEPAM EG 6MG CPR 30	36	LEXOMIL 6MG CPR	N05BA08	BROMAZEPAM	152	280	265	06/05/08	31/12/11
3400934892141	DILTIAZEM BGA 60MG CPR 30	197	TILDIEM 60MG CPR	C08DB01	DILTIAZEM	253	410	410	01/01/12	
3400934892141	DILTIAZEM BGA 60MG CPR 30	197	TILDIEM 60MG CPR	C08DB01	DILTIAZEM	253	410	406	06/05/08	31/12/11
3400934892431	RANITIDINE GGA 150MG CPR  30	25	AZANTAC 150MG CPR                   | RANIPLEX 150MG CPR	A02BA02	RANITIDINE	1010	1423	1219	01/01/12	
3400934892431	RANITIDINE GGA 150MG CPR  30	25	AZANTAC 150MG CPR                   | RANIPLEX 150MG CPR	A02BA02	RANITIDINE	1010	1423	1247	06/05/08	31/12/11
3400934892660	RANITIDINE GGA 300MG CPR  14	95	AZANTAC 300MG CPR                   | RANIPLEX 300MG CPR	A02BA02	RANITIDINE	925	1308	1120	01/01/12	
3400934892660	RANITIDINE GGA 300MG CPR  14	95	AZANTAC 300MG CPR                   | RANIPLEX 300MG CPR	A02BA02	RANITIDINE	925	1308	1146	06/05/08	31/12/11
3400934897054	GLIPIZIDE MYL 5MG CPR 30	158	GLIBENESE 5MG CPR                   | MINIDIAB 5MG CPR	A10BB07	GLIPIZIDE	255	413	413	01/01/12	
3400934897054	GLIPIZIDE MYL 5MG CPR 30	158	GLIBENESE 5MG CPR                   | MINIDIAB 5MG CPR	A10BB07	GLIPIZIDE	255	413	408	06/05/08	31/12/11
3400934905940	CEFADROXIL MYL 125MG/5ML PDR  1/45 G	71	ORACEFAL 125MG/5ML PDR ORALE	J01DB05	CEFADROXIL	122	242	242	01/01/12	
3400934905940	CEFADROXIL MYL 125MG/5ML PDR  1/45 G	71	ORACEFAL 125MG/5ML PDR ORALE	J01DB05	CEFADROXIL	122	242	224	06/05/08	31/12/11
3400934906190	CEFADROXIL MYL 250MG/5ML PDR ORALE 1/45 G	198	ORACEFAL 250MG/5ML PDR ORALE FL	J01DB05	CEFADROXIL	217	364	364	01/01/12	
3400934906190	CEFADROXIL MYL 250MG/5ML PDR ORALE 1/45 G	198	ORACEFAL 250MG/5ML PDR ORALE FL	J01DB05	CEFADROXIL	217	364	356	06/05/08	31/12/11
3400934906312	CEFADROXIL MYL 500MG/5ML PDR ORALE 1/45 G	179	ORACEFAL 500MG/5ML PDR ORALE FL	J01DB05	CEFADROXIL	373	565	565	01/01/12	
3400934906312	CEFADROXIL MYL 500MG/5ML PDR ORALE 1/45 G	179	ORACEFAL 500MG/5ML PDR ORALE FL	J01DB05	CEFADROXIL	373	565	572	06/05/08	31/12/11
3400934913174	AMOXICILLINE QUA 500MG GELULE  12	0		J01CA04	AMOXICILLINE	109	225	225	01/01/12	
3400934913174	AMOXICILLINE QUA 500MG GELULE  12	0		J01CA04	AMOXICILLINE	109	225	206	06/05/08	31/12/11
3400934914874	OXYBUTYNINE ZYD 5MG CPR 60	218	DITROPAN 5MG CPR	G04BD04	OXYBUTYNINE	315	490	490	01/01/12	
3400934914874	OXYBUTYNINE ZYD 5MG CPR 60	218	DITROPAN 5MG CPR	G04BD04	OXYBUTYNINE	315	490	492	06/05/08	31/12/11
3400934965913	SPIRONOLACTONE BGA 50MG CPR 30	4	ALDACTONE 50MG CPR	C03DA01	SPIRONOLACTONE	332	512	512	01/01/12	
3400934965913	SPIRONOLACTONE BGA 50MG CPR 30	4	ALDACTONE 50MG CPR	C03DA01	SPIRONOLACTONE	332	512	515	06/05/08	31/12/11
3400934968174	SPIRONOLACTONE MYL 75MG CPR 30	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE	459	676	676	01/01/12	
3400934968174	SPIRONOLACTONE MYL 75MG CPR 30	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE	459	676	692	06/05/08	31/12/11
3400934969584	SPIRONOLACTONE RPG 75MG CPR 30	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE	459	676	676	01/01/12	
3400934969584	SPIRONOLACTONE RPG 75MG CPR 30	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE	459	676	692	06/05/08	31/12/11
3400934969935	RANITIDINE BGA 150MG CPR 30	25	AZANTAC 150MG CPR                   | RANIPLEX 150MG CPR	A02BA02	RANITIDINE	859	1219	1219	01/01/12	
3400934969935	RANITIDINE BGA 150MG CPR 30	25	AZANTAC 150MG CPR                   | RANIPLEX 150MG CPR	A02BA02	RANITIDINE	859	1219	1247	06/05/08	31/12/11
3400934976278	TRAMADOL MYL 50MG CPR EFF 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	485	01/12/13	
3400934976278	TRAMADOL MYL 50MG CPR EFF 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	530	01/01/12	30/11/13
3400934976278	TRAMADOL MYL 50MG CPR EFF 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	535	06/05/08	31/12/11
3400934976339	TRAMADOL MYL 50MG GELULE 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	485	01/12/13	
3400934976339	TRAMADOL MYL 50MG GELULE 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	530	01/01/12	30/11/13
3400934976339	TRAMADOL MYL 50MG GELULE 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	535	06/05/08	31/12/11
3400934976797	PENTOXIFYLLINE MYL LP 400MG CPR 30	67	TORENTAL LP 400MG CPR	C04AD03	PENTOXIFYLLINE	310	484	484	01/01/12	
3400934976797	PENTOXIFYLLINE MYL LP 400MG CPR 30	67	TORENTAL LP 400MG CPR	C04AD03	PENTOXIFYLLINE	310	484	485	06/05/08	31/12/11
3400934977220	INDAPAMIDE ARW LP 1,5MG CPR 30	700	FLUDEX LP 1,5MG CPR	C03BA11	INDAPAMIDE	407	609	609	01/12/13	
3400934977220	INDAPAMIDE ARW LP 1,5MG CPR 30	700	FLUDEX LP 1,5MG CPR	C03BA11	INDAPAMIDE	407	609	703	01/03/12	30/11/13
3400934985843	RANITIDINE BGA 300MG CPR 14	95	AZANTAC 300MG CPR                   | RANIPLEX 300MG CPR	A02BA02	RANITIDINE	786	1120	1120	01/01/12	
3400934985843	RANITIDINE BGA 300MG CPR 14	95	AZANTAC 300MG CPR                   | RANIPLEX 300MG CPR	A02BA02	RANITIDINE	786	1120	1146	06/05/08	31/12/11
3400934987335	CEFADROXIL EG 500MG GELULE  12	147	ORACEFAL 500MG GELULE	J01DB05	CEFADROXIL	380	574	574	01/01/12	
3400934987335	CEFADROXIL EG 500MG GELULE  12	147	ORACEFAL 500MG GELULE	J01DB05	CEFADROXIL	380	574	582	06/05/08	31/12/11
3400934987625	CEFADROXIL GGA 500MG GELULE  12	147	ORACEFAL 500MG GELULE	J01DB05	CEFADROXIL	380	574	574	01/01/12	
3400934987625	CEFADROXIL GGA 500MG GELULE  12	147	ORACEFAL 500MG GELULE	J01DB05	CEFADROXIL	380	574	582	06/05/08	31/12/11
3400934987793	CEFADROXIL RTP 500MG GELULE  12	147	ORACEFAL 500MG GELULE	J01DB05	CEFADROXIL	380	574	574	01/01/12	
3400934987793	CEFADROXIL RTP 500MG GELULE  12	147	ORACEFAL 500MG GELULE	J01DB05	CEFADROXIL	380	574	582	06/05/08	31/12/11
3400934989346	PIROXICAM MYL 20MG CPR 15	127	FELDENE 20MG CPR	M01AC01	PIROXICAM	247	403	403	01/01/12	
3400934989346	PIROXICAM MYL 20MG CPR 15	127	FELDENE 20MG CPR	M01AC01	PIROXICAM	247	403	397	06/05/08	31/12/11
3400935025128	PHLOROGLUCINOL ACT 80MG CPR DISP 10	44	SPASFON LYOC 80MG LYOPHILISAT ORAL	A03AX12	PHLOROGLUCINOL	114	232	232	01/01/12	
3400935025128	PHLOROGLUCINOL ACT 80MG CPR DISP 10	44	SPASFON LYOC 80MG LYOPHILISAT ORAL	A03AX12	PHLOROGLUCINOL	114	232	212	15/04/10	31/12/11
3400935038593	PERINDOPRIL KRK 2MG CPR 30	0		C09AA04	PERINDOPRIL	531	774	774	01/12/13	
3400935038593	PERINDOPRIL KRK 2MG CPR 30	0		C09AA04	PERINDOPRIL	531	774	901	14/07/12	30/11/13
3400935038944	PERINDOPRIL KRK 2MG CPR 90	0		C09AA04	PERINDOPRIL	1513	2176	2176	01/12/13	
3400935038944	PERINDOPRIL KRK 2MG CPR 90	0		C09AA04	PERINDOPRIL	1513	2176	2534	14/07/12	30/11/13
3400935041784	PERINDOPRIL KRK 4MG CPR 30	0		C09AA04	PERINDOPRIL	756	1079	1079	01/12/13	
3400935041784	PERINDOPRIL KRK 4MG CPR 30	0		C09AA04	PERINDOPRIL	756	1079	1259	14/07/12	30/11/13
3400935042217	PERINDOPRIL KRK 4MG CPR 90	0		C09AA04	PERINDOPRIL	2155	3037	3037	01/12/13	
3400935042217	PERINDOPRIL KRK 4MG CPR 90	0		C09AA04	PERINDOPRIL	2155	3037	3545	14/07/12	30/11/13
3400935045119	PERINDOPRIL KRK 8MG CPR 30	0		C09AA04	PERINDOPRIL	1246	1743	1743	01/12/13	
3400935045119	PERINDOPRIL KRK 8MG CPR 30	0		C09AA04	PERINDOPRIL	1246	1743	2042	14/07/12	30/11/13
3400935045638	PERINDOPRIL KRK 8MG CPR 90	0		C09AA04	PERINDOPRIL	3551	4910	4910	01/12/13	
3400935045638	PERINDOPRIL KRK 8MG CPR 90	0		C09AA04	PERINDOPRIL	3551	4910	5754	14/07/12	30/11/13
3400935060136	SPIRONOLACTONE RPG 50MG CPR 30	4	ALDACTONE 50MG CPR	C03DA01	SPIRONOLACTONE	332	512	512	01/01/12	
3400935060136	SPIRONOLACTONE RPG 50MG CPR 30	4	ALDACTONE 50MG CPR	C03DA01	SPIRONOLACTONE	332	512	515	06/05/08	31/12/11
3400935060426	SPIRONONE 75MG CPR GI  30	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE	459	676	676	01/01/12	
3400935060426	SPIRONONE 75MG CPR GI  30	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE	459	676	692	06/05/08	31/12/11
3400935060594	SPIRONOLACTONE EG 50MG CPR 30	4	ALDACTONE 50MG CPR	C03DA01	SPIRONOLACTONE	332	512	512	01/01/12	
3400935060594	SPIRONOLACTONE EG 50MG CPR 30	4	ALDACTONE 50MG CPR	C03DA01	SPIRONOLACTONE	332	512	515	06/05/08	31/12/11
3400935067340	BIODALGIC 50MG CPR EFF GI 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	485	01/12/13	
3400935067340	BIODALGIC 50MG CPR EFF GI 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	530	01/01/12	30/11/13
3400935067340	BIODALGIC 50MG CPR EFF GI 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	535	06/05/08	31/12/11
3400935067401	AMOXICILLINE ZYD 500MG GELULE 12	193	CLAMOXYL 500MG GELULE	J01CA04	AMOXICILLINE	109	225	225	01/01/12	
3400935067401	AMOXICILLINE ZYD 500MG GELULE 12	193	CLAMOXYL 500MG GELULE	J01CA04	AMOXICILLINE	109	225	206	06/05/08	31/12/11
3400935072191	MEBEVERINE ZEN 200MG CPR 30	0		A03AA04	MEBEVERINE	328	507	444	01/01/12	
3400935072191	MEBEVERINE ZEN 200MG CPR 30	0		A03AA04	MEBEVERINE	328	507	442	06/05/08	31/12/11
3400935075734	SELEGILINE MYL 5MG CPR 30	145	DEPRENYL 5MG CPR	N04BD01	SELEGILINE	826	1174	1174	01/01/12	
3400935075734	SELEGILINE MYL 5MG CPR 30	145	DEPRENYL 5MG CPR	N04BD01	SELEGILINE	826	1174	1201	06/05/08	31/12/11
3400935102560	MOLSIDOMINE RPG 2MG CPR  30	126	CORVASAL 2MG CPR	C01DX12	MOLSIDOMINE	182	319	319	01/01/12	
3400935102560	MOLSIDOMINE RPG 2MG CPR  30	126	CORVASAL 2MG CPR	C01DX12	MOLSIDOMINE	182	319	307	06/05/08	31/12/11
3400935103741	TRIMETAZIDINE MYL 20MG/ML BUV 60ML 1/60 ML	217	VASTAREL 20MG/ML BUV 60ML	C01EB15	TRIMETAZIDINE	426	633	633	01/01/12	
3400935103741	TRIMETAZIDINE MYL 20MG/ML BUV 60ML 1/60 ML	217	VASTAREL 20MG/ML BUV 60ML	C01EB15	TRIMETAZIDINE	426	633	646	06/05/08	31/12/11
3400935107183	TRASEDAL 50MG CPR GI  30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	485	01/12/13	
3400935107183	TRASEDAL 50MG CPR GI  30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	530	01/01/12	30/11/13
3400935107183	TRASEDAL 50MG CPR GI  30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	535	06/05/08	31/12/11
3400935108074	TRAMADOL CLL PHARMA 50MG CPR 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	485	01/12/13	
3400935108074	TRAMADOL CLL PHARMA 50MG CPR 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	530	01/01/12	30/11/13
3400935108074	TRAMADOL CLL PHARMA 50MG CPR 30	225	CONTRAMAL 50MG GELULE               | TOPALGIC 50MG GELULE	N02AX02	TRAMADOL	311	485	535	06/05/08	31/12/11
3400935125392	ALDACTONE 50MG CPR 30	4	ALDACTONE 50MG CPR	C03DA01	SPIRONOLACTONE	600	868	512	01/01/12	
3400935125392	ALDACTONE 50MG CPR 30	4	ALDACTONE 50MG CPR	C03DA01	SPIRONOLACTONE	600	868	515	06/05/08	31/12/11
3400935125453	ALDACTONE 75MG CPR 30	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE	883	1251	676	01/01/12	
3400935125453	ALDACTONE 75MG CPR 30	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE	883	1251	692	06/05/08	31/12/11
3400935128065	CEFACLOR RPG 125MG/5ML PDR OR  1/60 ML	17	ALFATIL 125MG/5ML PDR ORALE FL	J01DC04	CEFACLOR	231	382	382	01/01/12	
3400935128065	CEFACLOR RPG 125MG/5ML PDR OR  1/60 ML	17	ALFATIL 125MG/5ML PDR ORALE FL	J01DC04	CEFACLOR	231	382	375	06/05/08	31/12/11
3400935128294	CEFACLOR RPG 250MG/5ML PDR OR  1/60 ML	205	ALFATIL 250MG/5ML PDR ORALE FL	J01DC04	CEFACLOR	367	557	557	01/01/12	
3400935128294	CEFACLOR RPG 250MG/5ML PDR OR  1/60 ML	205	ALFATIL 250MG/5ML PDR ORALE FL	J01DC04	CEFACLOR	367	557	564	06/05/08	31/12/11
