CIP,C,13	NOM_COURT,C,50	DT_EFFET,D	GEN_IND,C,1	CODE_GRP,N,6,0	NOM_GRP_G,C,124	CODE_ATC,C,10	CLASSE_ATC,C,77
3400934207259	CLOMIPRAMINE MYL 10MG CPR 60	26/04/97	0	0		N06AA04	CLOMIPRAMINE
3400934207839	CLOMIPRAMINE MYL 25MG CPR 50	26/06/09	1	119	ANAFRANIL 25MG CPR	N06AA04	CLOMIPRAMINE
3400934208430	INVIRASE 200MG GELULE 270	30/10/97	0	0		J05AE01	SAQUINAVIR
3400934208669	NIFEDIPINE GGA LP 20MG CPR  30	15/01/03	1	189	ADALATE LP 20MG CPR	C08CA05	NIFEDIPINE
3400934209901	CRIXIVAN 200MG GELULE 360	30/10/97	0	0		J05AE02	INDINAVIR
3400934210099	CRIXIVAN 400MG GELULE 90	30/10/97	0	0		J05AE02	INDINAVIR
3400934210150	CRIXIVAN 400MG GELULE 180	30/10/97	0	0		J05AE02	INDINAVIR
3400934210211	AMAREL 1MG CPR 30	05/02/08	4	516	AMAREL 1MG CPR	A10BB12	GLIMEPIRIDE
3400934210389	AMAREL 2MG CPR 30	03/03/06	4	517	AMAREL 2MG CPR	A10BB12	GLIMEPIRIDE
3400934210440	AMAREL 3MG CPR 30	03/03/06	4	518	AMAREL 3MG CPR	A10BB12	GLIMEPIRIDE
3400934210501	AMAREL 4MG CPR 30	03/03/06	4	519	AMAREL 4MG CPR	A10BB12	GLIMEPIRIDE
3400934212970	FRAGMINE 7 500UI AXA/0,75ML SOL INJ 10/,75 ML	15/05/97	0	0		B01AB04	DALTEPARINE
3400934213052	FRAGMINE 10 000UI AXA/1ML SOL INJ 10/1 ML	15/05/97	0	0		B01AB04	DALTEPARINE
3400934215063	XYLOCAINE 5MG/ML SOL INJ 20ML 1/20 ML	01/06/97	0	0		N01BB02	LIDOCAINE
3400934215292	ZOFORA 20MG GELULE GI  15	15/01/03	1	72	FELDENE 20MG GELULE	M01AC01	PIROXICAM
3400934215414	ZOMACTON 4MG PDR ET SOL INJ 1	29/01/97	0	0		H01AC01	SOMATROPINE
3400934215643	MAXOMAT 1,3MG PDR ET SOL INJ  1	29/01/97	0	0		H01AC01	SOMATROPINE
3400934215872	UMATROPE 6MG/3ML PDR ET SOL INJ 1	11/02/97	0	0		H01AC01	SOMATROPINE
3400934215933	UMATROPE 12MG/3ML PDR ET SOL INJ 1	11/02/97	0	0		H01AC01	SOMATROPINE
3400934216015	UMATROPE 24MG/3ML PDR ET SOL INJ 1	27/04/02	0	0		H01AC01	SOMATROPINE
3400934216763	MOTILYO 10MG LYOPHILISAT ORAL  30	27/05/08	4	681	MOTILYO 10MG LYOPHILISAT ORAL	A03FA03	DOMPERIDONE
3400934216992	INNOHEP 4 500UI AXA/0,45ML SOL INJ 2/,45 ML	01/06/97	0	0		B01AB10	TINZAPARINE
3400934217074	INNOHEP 4 500UI AXA/0,45ML SOL INJ 6/,45 ML	01/06/97	0	0		B01AB10	TINZAPARINE
3400934217654	MOBIC 7,5MG SUPPO  12	03/09/97	0	0		M01AC06	MELOXICAM
3400934218194	XOLAAM SUSP BUV FL 1/250 ML	05/08/97	0	0		A02AD01	ASSOCIATIONS DE SELS
3400934220906	PERICAL 500MG CPR  60	03/09/97	0	0		A12AA04	CALCIUM CARBONATE
3400934223228	SERTRALINE PFZ 50MG GELULE 28	12/03/09	0	0		N06AB06	SERTRALINE
3400934223976	XYLOCAINE 10MG/ML SOL INJ FL 20ML 1/20 ML	01/06/97	0	0		N01BB02	LIDOCAINE
3400934224058	XYLOCAINE 20MG/ML SOL INJ FL 20ML 1/20 ML	06/05/08	4	679	XYLOCAINE 20MG/ML SOL INJ FL 20ML	N01BB02	LIDOCAINE
3400934224928	GRAMIDIL 1G PDR ORALE SACHET GI  14/2,5 G	15/01/03	1	171	CLAMOXYL 1G PDR ORALE SACHET	J01CA04	AMOXICILLINE
3400934232732	CYPROTERONE BGA 50MG CPR 20	24/02/04	1	290	ANDROCUR 50MG CPR	G03HA01	CYPROTERONE
3400934234453	KREDEX 6,25MG CPR 28	10/02/05	4	359	KREDEX 6,25MG CPR	C07AG02	CARVEDILOL
3400934234743	KREDEX 12,5MG CPR 28	18/01/05	4	358	KREDEX 12,5MG CPR	C07AG02	CARVEDILOL
3400934236235	CALCIUM VIT D3 GNR 500MG/400UI CPR 60	04/01/98	0	0		A12AX	CALCIUM EN ASSOCIATION AVEC D'AUTRES SUBSTANCES
3400934236525	ARIMIDEX 1MG CPR 30	01/10/10	4	869	ARIMIDEX 1MG CPR	L02BG03	ANASTROZOLE
3400934237355	EFFICORT HYDROPHILE 0,127% CREME 30G 1/30 G	15/02/98	0	0		D07AC16	HYDROCORTISONE ACEPONATE
3400934237416	COLOPRIV 200MG GELULE GI  30	15/01/03	1	6	DUSPATALIN 200MG GELULE	A03AA04	MEBEVERINE
3400934237584	COLOPRIV 200MG GELULE GI  60	15/01/03	1	6	DUSPATALIN 200MG GELULE	A03AA04	MEBEVERINE
3400934237706	ZYPREXA 5MG CPR 28	22/09/09	4	860	ZYPREXA 5MG CPR	N05AH03	OLANZAPINE
3400934237874	ZYPREXA 7,5MG CPR 56	25/11/10	4	926	ZYPREXA 7,5MG CPR	N05AH03	OLANZAPINE
3400934238017	ZYPREXA 10MG CPR 28	25/11/10	4	927	ZYPREXA 10MG CPR	N05AH03	OLANZAPINE
3400934238307	DUROGESIC 25MICROG/H DISP TRANSDERM 5	21/01/09	4	724	DUROGESIC 25MICROG/H DISP TRANSDERM	N02AB03	FENTANYL
3400934238475	DUROGESIC 50MICROG/H DISP TRANSDERM 5	21/01/09	4	725	DUROGESIC 50MICROG/H DISP TRANSDERM	N02AB03	FENTANYL
3400934238536	DUROGESIC 75MICROG/H DISP TRANSDERM 5	21/01/09	4	726	DUROGESIC 75MICROG/H DISP TRANSDERM	N02AB03	FENTANYL
3400934238765	DUROGESIC 100MICROG/H DISP TRANSDERM 5	21/01/09	4	728	DUROGESIC 100MICROG/H DISP TRANSDERM	N02AB03	FENTANYL
3400934239076	NUTRIVISC 20MG/0,4ML COLLYRE UNIDOSE 30/,4 ML	27/10/01	0	0		S01XA20	LARMES ARTIFICIELLES ET DIVERSES AUTRES PREPARATIONS
3400934239656	MEBEVERINE MYL 200MG GELULE 30	26/06/09	1	6	DUSPATALIN 200MG GELULE	A03AA04	MEBEVERINE
3400934239946	DELIDOSE 1MG/1G GEL 28/1 G	26/02/00	0	0		G03CA03	ESTRADIOL
3400934240195	DELIDOSE 0,5MG/0,5G GEL 28/,5 G	26/02/00	0	0		G03CA03	ESTRADIOL
3400934240485	ZOFORA 20MG/1ML SOL INJ IM 2/1 ML	15/01/03	1	112	FELDENE 20MG/1ML SOL INJ IM	M01AC01	PIROXICAM
3400934241956	CIVIGEL 0,2% GEL OPH 1/10 G	21/10/11	4	1016	CIVIGEL 0,2% GEL OPH	S01XA20	LARMES ARTIFICIELLES ET DIVERSES AUTRES PREPARATIONS
3400934242786	OMNISCAN 0,5MMOL/ML SOL INJ 5ML  1/5 ML	20/11/97	0	0		V08CA03	GADODIAMIDE
3400934242908	DYSALFA 1MG CPR 15	23/04/97	0	0		G04CA03	TERAZOSINE
3400934243158	DYSALFA 5MG CPR 28	15/01/03	4	239	DYSALFA 5MG CPR                     | HYTRINE 5MG CPR	G04CA03	TERAZOSINE
3400934243448	ERYLIK GEL 1/30 G	04/11/97	0	0		D10AF52	ERYTHROMYCINE EN ASSOCIATION
3400934243677	OROMONE 2MG CPR 28	01/03/98	0	0		G03CA03	ESTRADIOL
3400934244100	SANDOSTATINE 0,05MG/1ML SOL INJ 6/1 ML	27/11/09	4	796	SANDOSTATINE 0,05MG/1ML SOL INJ	H01CB02	OCTREOTIDE
3400934244278	SANDOSTATINE 0,1MG/1ML SOL INJ 6/1 ML	10/08/07	4	795	SANDOSTATINE 0,1MG/1ML SOL INJ	H01CB02	OCTREOTIDE
3400934244339	SANDOSTATINE 0,5MG/1ML SOL INJ 6/1 ML	27/11/09	4	797	SANDOSTATINE 0,5MG/1ML SOL INJ	H01CB02	OCTREOTIDE
3400934247460	OSMOTAN G10 SOL INJ POC 500ML  20/500 ML	11/08/99	0	0		B05BB02	ELECTROLYTES AVEC HYDRATES DE CARBONE
3400934247521	OSMOTAN G10 SOL INJ POC 1L  10/1 L	11/08/99	0	0		B05BB02	ELECTROLYTES AVEC HYDRATES DE CARBONE
3400934247699	OSMOTAN G5 SOL INJ POC 500ML  1/500 ML	11/08/99	0	0		B05BB02	ELECTROLYTES AVEC HYDRATES DE CARBONE
3400934247750	OSMOTAN G5 SOL INJ POC 1L  1/1 L	11/08/99	0	0		B05BB02	ELECTROLYTES AVEC HYDRATES DE CARBONE
3400934248412	RANITIDINE RPG 300MG CPR EFF  14	20/06/05	1	294	AZANTAC 300MG CPR EFF               | RANIPLEX 300MG CPR EFF	A02BA02	RANITIDINE
3400934249013	RANITIDINE BGA 300MG CPR EFF 14	17/02/04	1	294	AZANTAC 300MG CPR EFF               | RANIPLEX 300MG CPR EFF	A02BA02	RANITIDINE
3400934249822	AZANTAC 300MG CPR EFF 14	17/02/04	4	294	AZANTAC 300MG CPR EFF               | RANIPLEX 300MG CPR EFF	A02BA02	RANITIDINE
3400934250071	EUROBIOL 25000U GELULE 90	04/11/97	0	0		A09AA02	MULTIENZYMES (LIPASE, PROTEASE...)
3400934251313	LEVULOSE CPF 5% SOL INJ 500ML  1/500 ML	14/01/76	0	0		B05BA03	HYDRATES DE CARBONE
3400934251603	ROSICED 0,75% GEL 1/30 G	01/06/97	0	0		D06BX01	METRONIDAZOLE
3400934252891	LACRYVISC 0,3% GEL OPH UNIDOSE 30/,5 G	07/08/99	0	0		S01XA20	LARMES ARTIFICIELLES ET DIVERSES AUTRES PREPARATIONS
3400934254093	QUADRASA 2G PDR RECTALE 7/4,2 G	07/01/98	0	0		A07E	ANTIINFLAMMATOIRES INTESTINAUX
3400934256745	DILTIAZEM ZYD LP 120MG GELULE 28	18/03/05	1	65	DIACOR LP 120MG GELULE	C08DB01	DILTIAZEM
3400934257117	DILTIAZEM ZYD LP 90MG GELULE 28	18/03/05	1	63	DIACOR LP 90MG GELULE	C08DB01	DILTIAZEM
3400934258237	DILTIAZEM BGA LP 90MG GELULE 56	20/11/02	0	0		C08DB01	DILTIAZEM
3400934258756	DILTIAZEM BGA LP 120MG GELULE 56	20/11/02	0	0		C08DB01	DILTIAZEM
3400934259357	DILTIAZEM RTP LP 90MG GELULE 28	15/01/03	1	63	DIACOR LP 90MG GELULE	C08DB01	DILTIAZEM
3400934259708	DILTIAZEM RTP LP 120MG GELULE 28	15/01/03	1	65	DIACOR LP 120MG GELULE	C08DB01	DILTIAZEM
3400934263729	VERAPAMIL BGA LP 240MG GELULE 30	04/10/97	0	0		C08DA01	VERAPAMIL
3400934263958	KREDEX 25MG CPR 28	10/02/05	4	499	KREDEX 25MG CPR	C07AG02	CARVEDILOL
3400934272134	QUINIMAX 125MG/1ML SOL INJ 3/1 ML	30/04/02	0	0		P01BC01	QUININE
3400934272424	QUINIMAX 250MG/2ML SOL INJ 3/2 ML	30/04/02	0	0		P01BC01	QUININE
3400934272653	QUINIMAX 500MG/4ML SOL INJ 3/4 ML	30/04/02	0	0		P01BC01	QUININE
3400934287732	IRBESARTAN ACT 150MG CPR 30	25/11/10	1	916	APROVEL 150MG CPR	C09CA04	IRBESARTAN
3400934288333	IRBESARTAN ACT 150MG CPR 90	25/11/10	1	916	APROVEL 150MG CPR	C09CA04	IRBESARTAN
3400934289453	IRBESARTAN ACT 150MG CPR 90	25/11/10	1	916	APROVEL 150MG CPR	C09CA04	IRBESARTAN
3400934291173	PHYSIOS 500MG GLE SUS BUV  60	26/03/98	0	0		A12AA20	CALCIUM (DIFFERENTS SELS EN ASSOCIATION)
3400934291234	MORPHINE CHL LAV 10MG/ML 5ML  10/5 ML	25/09/97	0	0		N02AA01	MORPHINE
3400934291463	MORPHINE CHL LAV 20MG/ML INJ 5ML 10/5 ML	25/09/97	0	0		N02AA01	MORPHINE
3400934292125	PROFENID 100MG/2ML SOL INJ IM 6/2 ML	11/10/98	0	0		M01AE03	KETOPROFENE
3400934292293	NASACORT 0,055MG SUSP NASALE 1/15 ML	22/01/99	0	0		R01AD11	TRIAMCINOLONE
3400934297557	CADENS 50UI/1ML SOL INJ  5/1 ML	21/07/06	1	150	MIACALCIC 50UI/1ML SOL INJ	H05BA01	CALCITONINE (SYNTHETIQUE DE SAUMON)
3400934298097	ACETYLCYSTEINE BGC 200MG PDR ORALE 30/3 G	22/03/12	1	852	FLUIMUCIL 200MG GRANULES SACHET	R05CB01	ACETYLCYSTEINE
3400934300141	ASPIRINE PROTECT 300MG CPR 30	19/03/98	0	0		B01AC06	ACETYLSALICYLIQUE ACIDE
3400934300660	MOSCONTIN LP 200MG CPR 14	23/01/98	0	0		N02AA01	MORPHINE
3400934300899	EXIDOL 500MG/50MG CPR EFF 16	04/10/97	0	0		N02BE51	PARACETAMOL EN ASSOCIATION SAUF AUX PSYCHOLEPTIQUES
3400934301261	NASONEX 50 MICROGRAMMES SUSP NASALE 1/23,5 ML	13/10/99	0	0		R01AD09	MOMETASONE
3400934301322	PIROXICAM BGA 10MG GELULE 30	03/01/02	1	194	FELDENE 10MG GELULE	M01AC01	PIROXICAM
3400934301490	PIROXICAM BGA 20MG GELULE 15	15/01/03	1	72	FELDENE 20MG GELULE	M01AC01	PIROXICAM
3400934301551	KYTRIL 2MG CPR 1	08/11/07	4	829	KYTRIL 2MG CPR	A04AA02	GRANISETRON
3400934302091	MAGNEVIST SOL INJ SER 10ML 1/10 ML	15/04/09	4	787	GADOPENTETATE 0,5MOL/L SOL INJ 30ML | GADOPENTETATE 0,5MOL/L SOL INJ SER  | MAGNEVIST SOL INJ FV 10ML	V08CA01	GADOPENTETIQUE ACIDE
3400934302152	MAGNEVIST SOL INJ SER 15ML 1/15 ML	15/04/09	4	787	GADOPENTETATE 0,5MOL/L SOL INJ 30ML | GADOPENTETATE 0,5MOL/L SOL INJ SER  | MAGNEVIST SOL INJ FV 10ML	V08CA01	GADOPENTETIQUE ACIDE
3400934302213	MAGNEVIST SOL INJ SER 20ML 1/20 ML	29/10/98	0	0		V08CA01	GADOPENTETIQUE ACIDE
3400934303043	AMOXICILLINE MYL 500MG GELULE 12	26/06/09	1	193	CLAMOXYL 500MG GELULE	J01CA04	AMOXICILLINE
3400934303333	LANZOR 30MG GELULE 14	22/11/07	4	671	LANZOR 30MG GELULE                  | OGAST 30MG GELULE	A02BC03	LANSOPRAZOLE
3400934303562	LANZOR 30MG GELULE 14	22/11/07	4	671	LANZOR 30MG GELULE                  | OGAST 30MG GELULE	A02BC03	LANSOPRAZOLE
3400934304163	OGAST 30MG GELULE 14	22/11/07	4	671	LANZOR 30MG GELULE                  | OGAST 30MG GELULE	A02BC03	LANSOPRAZOLE
3400934304392	POTASSIUM GLUCONATE H2 SIROP 250ML 1/250 ML	30/12/03	0	0		A12BA05	POTASSIUM GLUCONATE
3400934304972	DEXAMETHASONE CHAUVIN 0,1% COLL  1/5 ML	31/05/97	0	0		S01BA01	DEXAMETHASONE
3400934305283	GENTAMICINE CHAUVIN 0,3% POM  1/5 G	31/05/97	0	0		S01AA11	GENTAMICINE
3400934305405	NIFEDIREX LP 20MG GELULE  30	20/11/97	0	0		C08CA05	NIFEDIPINE
3400934306235	DEXAMETHASONE LEQ 4MG/1ML SOL INJ 3/1 ML	25/07/01	0	0		H02AB02	DEXAMETHASONE
3400934306754	TAHOR 10MG CPR 28	25/11/10	4	895	TAHOR 10MG CPR                      | TAHOR 10MG CPR CROQ	C10AA05	ATORVASTATINE
3400934306815	TAHOR 20MG CPR 28	25/11/10	4	896	TAHOR 20MG CPR	C10AA05	ATORVASTATINE
3400934306983	TAHOR 40MG CPR 28	25/11/10	4	897	TAHOR 40MG CPR	C10AA05	ATORVASTATINE
3400934307065	NATISPRAY 0,30MG SOL BUCCALE 1/18 ML	05/08/97	0	0		C01DA02	NITROGLYCERINE
3400934308475	BUFLOMEDIL MYL 150MG CPR  20	26/06/09	1	103	FONZYLANE 150MG CPR	C04AX20	BUFLOMEDIL
3400934309885	LOPERAMIDE SDZ 2MG GELULE 20	15/01/03	1	11	IMODIUM 2MG GELULE	A07DA03	LOPERAMIDE
3400934311147	CAPTOPRIL RPG 50MG CPR  30	15/01/03	1	216	CAPTOLANE 50MG CPR                  | LOPRIL 50MG CPR	C09AA01	CAPTOPRIL
3400934311376	CAPTOPRIL RPG 25MG CPR  30	15/01/03	1	14	CAPTOLANE 25MG CPR                  | LOPRIL 25MG CPR	C09AA01	CAPTOPRIL
3400934313219	HELIKIT 75MG PDR ORALE 1/75 MG	01/02/02	0	0		V04CX	AUTRES MEDICAMENTS POUR DIAGNOSTIC
3400934313387	MINOCYCLINE BGA 100MG CPR 6	15/01/03	1	53	MESTACINE 100MG CPR	J01AA08	MINOCYCLINE
3400934314278	TOPALGIC LP 100MG CPR 30	31/10/08	4	712	CONTRAMAL LP 100MG CPR              | TOPALGIC LP 100MG CPR	N02AX02	TRAMADOL
3400934314568	TOPALGIC LP 150MG CPR 30	31/10/08	4	713	CONTRAMAL LP 150MG CPR              | TOPALGIC LP 150MG CPR	N02AX02	TRAMADOL
3400934314797	TOPALGIC LP 200MG CPR 30	31/10/08	4	714	CONTRAMAL LP 200MG CPR              | TOPALGIC LP 200MG CPR	N02AX02	TRAMADOL
3400934315169	ACICLOVIR ARW 250MG PDR INJ 1	01/01/99	1	534	ZOVIRAX 250MG PDR INJ IV	J05AB01	ACICLOVIR
3400934315800	EDEX 0,01MG/1ML PDR ET SOL INJ CART 2/1 ML	17/01/01	0	0		G04BE01	ALPROSTADIL
3400934316340	GENTAMICINE CHAUVIN 0,3% COLL  1/5 ML	31/05/97	0	0		S01AA11	GENTAMICINE
3400934318061	SPIRONOLACTONE PFZ 75MG CPR 15	06/07/10	1	204	ALDACTONE 75MG CPR	C03DA01	SPIRONOLACTONE
3400934318290	AMODEX 1G CPR GI  14	15/01/03	1	64	CLAMOXYL 1G CPR DISP	J01CA04	AMOXICILLINE
3400934318351	VASOBRAL CPR  60	26/06/99	0	0		C04AE51	ERGOLOIDE MESYLATES EN ASSOCIATION
3400934318580	EDEX 0,02MG/1ML PDR ET SOL INJ CART 2/1 ML	17/01/01	0	0		G04BE01	ALPROSTADIL
3400934320712	ANZEMET 100MG/5ML SOL INJ  1/5 ML	11/04/98	0	0		A04AA04	DOLASETRON
3400934322143	SOTALOL HXL 80MG CPR  30	04/06/98	0	0		C07AA07	SOTALOL
3400934322204	SOTALOL HXL 160MG CPR  30	04/06/98	0	0		C07AA07	SOTALOL
3400934322952	AMOXICILLINE VRF 500MG GELULE  12	05/10/05	1	193	CLAMOXYL 500MG GELULE	J01CA04	AMOXICILLINE
3400934323263	AVONEX 0,03MG/0,5ML SOL INJ SER 4	20/12/97	0	0		L03AB07	INTERFERON BETA-1A
3400934323492	ASASANTINE LP GELULE 60	16/05/98	0	0		B01AC30	ASSOCIATIONS
3400934324215	CEBEMYXINE COLLYRE 1/10 ML	19/04/98	0	0		S01AA30	ASSOCIATIONS DE DIFFERENTS ANTIBIOTIQUES
3400934324734	CODOTUSSYL EXPECT 2,5% PDR SRP  1/240 ML	08/08/98	0	0		R05CB01	ACETYLCYSTEINE
3400934326165	MYDRIATICUM 2MG/0,4ML COLLYRE UNIDOS 1/,4 ML	07/01/98	0	0		S01FA06	TROPICAMIDE
3400934329296	IRBESARTAN ACT 75MG CPR 30	25/11/10	1	915	APROVEL 75MG CPR	C09CA04	IRBESARTAN
3400934331138	OXYBUTYNINE EG 5MG CPR 60	15/01/03	1	218	DITROPAN 5MG CPR	G04BD04	OXYBUTYNINE
3400934332777	VERAPAMIL SDZ 120MG CPR 56	09/10/97	0	0		C08DA01	VERAPAMIL
3400934333439	AMOXICILLINE GNR 1G PDR ORALE  6/1,46 G	01/07/03	1	171	CLAMOXYL 1G PDR ORALE SACHET	J01CA04	AMOXICILLINE
3400934333729	AZADOSE 600MG CPR 8	26/03/98	0	0		J01FA10	AZITHROMYCINE
3400934335679	PANNOGEL 10% GEL TUBE 40G 1/40 G	04/01/98	0	0		D10AE01	BENZOYLE PEROXYDE
3400934338113	IMIGRANE 20MG/0,1ML SOL NASALE 6/,1 ML	15/08/99	0	0		N02CC01	SUMATRIPTAN
3400934338281	IMIGRANE 10MG/0,1ML SOL NASALE 1/,1 ML	15/08/99	0	0		N02CC01	SUMATRIPTAN
3400934338342	IMIGRANE 10MG/0,1ML SOL NASALE 2/,1 ML	15/08/99	0	0		N02CC01	SUMATRIPTAN
3400934340871	AZANTAC 75MG CPR  14	25/02/98	0	0		A02BA02	RANITIDINE
3400934340932	AZANTAC 75MG CPR  28	25/02/98	0	0		A02BA02	RANITIDINE
3400934341243	AZANTAC 75MG CPR EFF 14	30/07/04	4	643	AZANTAC 75MG CPR EFF                | RANIPLEX 75MG CPR EFF	A02BA02	RANITIDINE
3400934341304	AZANTAC 75MG CPR EFF 28	30/07/04	4	643	AZANTAC 75MG CPR EFF                | RANIPLEX 75MG CPR EFF	A02BA02	RANITIDINE
3400934346736	EAU PPI BSD SOL INJ FV 250ML 1/250 ML	14/01/76	0	0		V07AB	SOLVANTS ET DILUANTS, SOLUTIONS D'IRRIGATION INCLUSES
3400934346965	EAU PPI BSD SOL INJ FV 500ML 1/500 ML	14/01/76	0	0		V07AB	SOLVANTS ET DILUANTS, SOLUTIONS D'IRRIGATION INCLUSES
3400934347047	EAU PPI BSD SOL INJ FV 1L 1/1 L	14/01/76	0	0		V07AB	SOLVANTS ET DILUANTS, SOLUTIONS D'IRRIGATION INCLUSES
3400934348518	DENSICAL VIT D3 500MG/400UI GLE  60/2 G	03/09/97	0	0		A12AX	CALCIUM EN ASSOCIATION AVEC D'AUTRES SUBSTANCES
3400934359743	ROVAMYCINE 3MUI CPR 16	15/01/03	4	601	ROVAMYCINE 3MUI CPR	J01FA02	SPIRAMYCINE
3400934361692	LOPERAMIDE RTP 2MG CPR 20	15/01/03	1	11	IMODIUM 2MG GELULE	A07DA03	LOPERAMIDE
3400934361982	PROXALYOC 10 MG (PIROXICAM) 1 BOITE DE 30, LYOPHIL	06/11/98	0	0			
3400934362064	PROXALYOC 20MG LYOPHILISAT ORAL  10	06/11/98	0	0		M01AC01	PIROXICAM
3400934362415	DICLOFENAC EG 50MG CPR 30	15/01/03	1	117	VOLTARENE 50MG CPR	M01AB05	DICLOFENAC
3400934363306	SELEGILINE BGA 5MG CPR  30	15/01/03	1	145	DEPRENYL 5MG CPR	N04BD01	SELEGILINE
3400934364884	QUINIMAX 125MG CPR 18	30/04/02	0	0		P01BC01	QUININE
3400934365836	CEPAZINE 500MG CPR  8	06/02/98	0	0		J01DC02	CEFUROXIME
3400934366147	ZINNAT 500MG CPR  8	24/12/04	4	374	ZINNAT 500MG CPR	J01DC02	CEFUROXIME
3400934366376	CEFUROXIME BGA 500MG CPR 8	17/05/05	1	374	ZINNAT 500MG CPR	J01DC02	CEFUROXIME
3400934368219	CARBIDOPA LEVODOPA TVC 25/250MG CPR 50	06/05/98	0	0		N04BA02	LEVODOPA ET INHIBITEUR DE LA DECARBOXYLASE
3400934368509	CARBIDOPA LEVODOPA TVC 10/100MG CPR 100	06/05/98	0	0		N04BA02	LEVODOPA ET INHIBITEUR DE LA DECARBOXYLASE
3400934368967	PROGESTERONE RTP 100MG CAPSULE  30	01/06/05	1	363	UTROGESTAN 100MG CAPSULE	G03DA04	PROGESTERONE
3400934369100	AMODEX 1G CPR GI  3	15/01/03	1	64	CLAMOXYL 1G CPR DISP	J01CA04	AMOXICILLINE
3400934369568	RANIPLEX 300MG CPR EFF 14	24/02/04	4	294	AZANTAC 300MG CPR EFF               | RANIPLEX 300MG CPR EFF	A02BA02	RANITIDINE
3400934370809	VIDEX 25MG CPR 60	30/10/97	0	0		J05AF02	DIDANOSINE
3400934370977	VIDEX 50MG CPR 60	30/10/97	0	0		J05AF02	DIDANOSINE
3400934373299	RULID 50MG CPR 16	04/01/98	0	0		J01FA06	ROXITHROMYCINE
3400934373350	RULID 100MG CPR  16	12/09/03	4	281	CLARAMID 100MG ENF CPR              | RULID 100MG CPR	J01FA06	ROXITHROMYCINE
3400934373589	VIDEX 100MG CPR 60	30/10/97	0	0		J05AF02	DIDANOSINE
3400934373640	VIDEX 150MG CPR 60	30/10/97	0	0		J05AF02	DIDANOSINE
3400934373930	HUMALOG 300UI/3ML SOL INJ CART 5/3 ML	08/08/98	0	0		A10AB04	INSULINE LISPRO
3400934375590	ECONAZOLE GGA 1% PDR FL 30G  1/30 G	15/01/03	1	222	PEVARYL 1% PDR FL 30G	D01AC03	ECONAZOLE
3400934376313	DIFFERINE 0,1% CREME 1/30 G	11/11/10	4	884	DIFFERINE 0,1% CREME	D10AD03	ADAPALENE
3400934380334	IBUPROFENE MSD 200MG CPR PELL  30	25/02/98	0	0		M01AE01	IBUPROFENE
3400934380792	CARTEOL 1% COLLYRE FL 3ML 1/3 ML	07/01/98	0	0		S01ED05	CARTEOLOL
3400934380914	CARTEOL 2% COLLYRE FL 3ML 1/3 ML	07/01/98	0	0		S01ED05	CARTEOLOL
3400934384066	XALATAN 0,005% COLLYRE FL 2,5ML 1/2,5 ML	03/09/09	4	1025	XALATAN 0,005% COLLYRE FL 2,5ML	S01EE01	LATANOPROST
3400934384127	XALATAN 0,005% COLLYRE FL 2,5ML 3/2,5 ML	03/09/09	4	1025	XALATAN 0,005% COLLYRE FL 2,5ML	S01EE01	LATANOPROST
3400934384295	GENOTONORM MINIQUICK 0,2MG/0,25ML 7/,25 ML	01/11/02	0	0		H01AC01	SOMATROPINE
3400934384356	GENOTONORM MINIQUICK 0,4MG/0,25ML 7/,25 ML	01/11/02	0	0		H01AC01	SOMATROPINE
3400934384417	GENOTONORM MINIQUICK 0,6MG/0,25ML 7/,25 ML	01/11/02	0	0		H01AC01	SOMATROPINE
3400934384585	GENOTONORM MINIQUICK 0,8MG/0,25ML 7/,25 ML	01/11/02	0	0		H01AC01	SOMATROPINE
3400934384646	GENOTONORM MINIQUICK 1MG/0,25ML 7/,25 ML	01/11/02	0	0		H01AC01	SOMATROPINE
3400934384707	GENOTONORM MINIQUICK 1,2MG/0,25ML 7/,25 ML	01/11/02	0	0		H01AC01	SOMATROPINE
3400934384875	GENOTONORM MINIQUICK 1,4MG/0,25ML 7/,25 ML	01/11/02	0	0		H01AC01	SOMATROPINE
3400934384936	GENOTONORM MINIQUICK 1,6MG/0,25ML 7/,25 ML	01/11/02	0	0		H01AC01	SOMATROPINE
3400934385018	GENOTONORM MINIQUICK 1,8MG/0,25ML 7/,25 ML	01/11/02	0	0		H01AC01	SOMATROPINE
3400934385186	GENOTONORM MINIQUICK 2MG/0,25ML 7/,25 ML	01/11/02	0	0		H01AC01	SOMATROPINE
3400934385247	CLIMASTON 2MG/10MG CPR 28	01/04/98	0	0		G03FB08	DYDROGESTERONE ET ESTROGENE
3400934386428	FLUIMUCIL 200MG CPR EFF  30	28/08/98	0	0		R05CB01	ACETYLCYSTEINE
3400934387258	ORAMORPH 10MG/5ML BUV UNIDOSE 5ML 10/5 ML	02/03/06	0	0		N02AA01	MORPHINE
3400934387487	ORAMORPH 30MG/5ML BUV UNIDOSE 5ML 10/5 ML	02/03/06	0	0		N02AA01	MORPHINE
3400934387609	ORAMORPH 100MG/5ML BUV UNIDOSE 5ML 10/5 ML	02/03/06	0	0		N02AA01	MORPHINE
3400934388088	ZOPHREN 16MG SUPPO 2	13/08/99	0	0		A04AA01	ONDANSETRON
3400934389788	POSICOR 50MG CPR  28	12/03/98	0	0		C08CX01	MIBEFRADIL
